Species_FullName,Species,Genus,Broad_Geographic,Geographic,DistribArea_num,DistribArea_Clust,AcousticClust,Overall_Sympatry,WithinGenus_Sympatry,WithinGeo_Sympatry,Within_DistArea_Sympatry,WithinAcClust_Sympatry,median_Beak_Length,median_Wing_length,median_BeakLength_WingLength,median_Beak_Mass,BodySize,BodyMass,median_n.pulses,median_drum_duration,median_pulseRateMedian,median_pulseRateDeviation,median_interval_min,median_interval_max,median_interv1_intervMax,median_intervL_intervMax,median_interval_slope_lm2_ordre_coefa,median_interval_nPVI,median_MeanAcc,median_drum_peak_F,median_Amp_pulses_min,median_Amp_pulses_first,median_Amp_pulses_last,median_Amp_pulses_Q25,median_Amp_pulses_Q75,median_Amp_pulses_IQR,median_nPAVI,median_Amp_slope_lm2_ordre_coefa,median_n_seq,median_interval_seq_median,median_PC1,median_PC2,median_PC3,median_PC4,median_PC5,median_PC6,median_LD1,median_LD2,median_LD3,median_LD4,median_LD5,median_LD6,median_LI
Picumnus_temminckii,Picum_tem,Picumnus,New_World,Neotropic,855840.09,DA2,5,12,2,12,1,1,12.75,56,0.231818182,0.270374688,9.5,11.25,1.10362704,2.440817029,-0.81072513,-1.797684017,0.512063793,3.832147608,-2.644028482,-2.169025772,-0.159737744,1.959483543,0.260347203,1.365389976,-0.440172196,-0.939773882,0.882090521,0.262784752,0.046445168,-0.364896134,0.923741323,0.261974182,2.555615457,-0.054936649,5.613061066,3.586919375,1.899774839,-0.414192178,-1.497088566,0.303783727,23.43372567,2.500332194,4.682690698,-1.615336959,-1.451856769,-0.032304132,5.006460113
Picus_awokera,Picus_awo,Picus,Old_world,Palearctic,289860.71,DA1,3,3,0,3,0,0,36.72,144,0.258680556,3.39168128,29.5,129,0.131695732,-0.304929739,0.877430276,0.017646262,-0.575145866,-0.622071305,0.538441471,0.619613207,-0.22337746,-0.339699637,-0.298619724,-0.023327798,0.642465961,-0.428516294,0.551150248,0.764268322,0.1459195,-0.857662634,-0.355497767,0.231193198,-0.252345907,-1.14E-16,-1.572027698,-0.147301303,0.554795178,1.297985185,0.017705336,-0.040117923,-4.58252858,-1.61726582,0.172809941,2.151570388,0.106519114,-1.008598857,1.279203948
Picus_canus,Picus_can,Picus,Old_world,Palearctic,16842914.68,DA6,3,18,1,8,2,5,36.96,139,0.265899281,3.603607078,29.5,158,0.838554865,0.27528718,0.398779945,0.029184279,-0.2440999,-0.521840673,0.132293217,0.833486198,-0.199863631,-0.370883405,-0.370423446,-0.39798645,0.151039945,1.016518111,-0.316730511,0.350410036,-0.238189959,-0.645490435,0.071599095,0.284614431,-0.252345907,-1.14E-16,-0.336545504,-0.698304392,0.729403725,0.862588723,0.141413395,-1.110092341,-3.570481671,-1.437267662,1.407827664,-0.231052908,0.613080522,-1.11787584,1.350192162
Picus_vaillantii,Picus_vai,Picus,Old_world,Palearctic,350145.92,DA1,3,1,0,1,0,0,41.73,162,0.257454545,3.917537936,31,166,1.015269648,0.279372385,0.675842569,-0.065396079,-0.612009811,-0.435354636,-0.519891635,0.87514705,-0.192155158,-0.302048838,-0.411468169,-0.633105106,0.227316164,-0.102954177,0.452756382,0.628036949,0.002806624,-0.752265056,0.219666785,0.278545284,-0.252345907,-1.14E-16,0.003264537,-0.772322014,1.023494534,0.956316288,0.256242271,-0.719728953,-2.58860487,-1.072817756,2.528906412,0.938298196,0.574938221,-0.856167993,1.561410197
Picus_viridis,Picus_vir,Picus,Old_world,Palearctic,5941090.24,DA5,3,8,1,8,0,2,43.79,160,0.275506329,4.589965992,33,194,0.882733561,0.374034223,0.44641599,0.078828517,-0.394201408,-0.474879959,-0.074770033,0.87514705,-0.192065525,-0.315034871,-0.39310545,-0.699436593,-0.350637438,-0.910916334,0.641850968,-0.223327689,0.128147079,0.053648502,0.918136314,0.27973987,-0.252345907,-1.14E-16,0.644653702,-0.729329506,0.828782602,0.266315237,0.700489524,0.248271685,-2.385693811,-1.009895866,3.241908977,0.379307592,0.150681228,0.255907559,1.218422302
Sasia_abnormis,Sas_abn,Sasia,Old_world,Indomalaya,1144758,DA2,4,8,1,8,4,5,13.06,52,0.251153846,0.296377709,9,9.6,-0.663520793,0.056446372,-1.659662627,-0.838364828,2.315493823,0.895036559,-0.225967349,-0.780792759,1.605112587,0.455968803,-0.188358942,0.754571367,-0.232037946,-1.126651472,1.217852404,0.254147084,0.518286405,-0.807046951,-0.380618688,-0.093581851,-0.252345907,-1.14E-16,-0.100151535,2.708872233,0.708995953,-2.003541157,-1.205763954,1.416957315,2.318884729,7.556402866,0.174543402,0.931634044,-1.734909749,0.174134514,3.769536495
Sasia_ochracea,Sas_och,Sasia,Old_world,Indomalaya,2201331.34,DA3,4,10,1,8,2,4,12.86,53,0.247307692,0.252534249,9.5,10.05,-0.221733835,0.142381299,-0.460029558,-0.916398747,0.02009943,1.457135697,-2.017532582,-0.232467409,0.968243357,0.918404633,-0.145253181,2.294339921,-0.833718705,-0.877264181,1.22018987,0.061291881,0.343213676,0.177746387,0.045084601,0.172263707,0.148791431,-0.316602796,2.179409125,1.60203377,0.80350866,-0.883453666,-0.700886217,2.315138738,8.815362465,2.450005703,2.494284052,1.79101618,-2.507164252,2.198952254,4.914213836
Sphyrapicus_nuchalis,Sph_nuc,Sphyrapicus,New_World,Nearctic,1362395.83,DA2,6,19,3,17,4,3,24.82,127,0.190923077,1.362935141,20.5,52.4,0.661840082,1.472884564,0.477184005,-2.41337005,-1.276469213,2.059235889,-2.387728091,-2.469146702,-0.336464937,4.621018962,5.447035387,0.588157339,-0.321362275,1.257846277,-0.630251796,-1.367422387,-0.262600421,1.22104363,2.40118379,0.346721698,3.759027469,-0.790667315,8.045627109,3.149072656,-2.741544679,3.304812841,0.810087712,1.020631563,34.39939725,-9.71599606,-1.577352464,-2.072006746,-1.709633854,0.303734225,4.991716522
Sphyrapicus_ruber,Sph_rub,Sphyrapicus,New_World,Nearctic,1076830.41,DA2,6,15,3,15,2,3,26.44,126,0.218512397,1.431672978,21,47.5,-0.177555139,0.136964241,0.386275164,-1.639004141,-1.201770524,1.08870781,-2.104416195,-2.282617371,-0.540398856,3.361948388,3.600846957,0.248617098,-0.471881405,0.968116305,-0.302941069,-1.194192431,0.331995322,1.361012375,1.27694756,0.357337805,1.95390945,-1.023113293,5.605660169,2.305778112,-2.924996336,2.57297343,0.693412837,1.203555879,23.63350893,-6.327290311,-1.279889972,-1.942164172,-2.086108999,0.276014625,5.072715936
Sphyrapicus_thyroideus,Sph_thy,Sphyrapicus,New_World,Nearctic,728969.05,DA2,6,17,3,17,3,3,26.59,136,0.195514706,1.312760735,22.5,54,0.396767907,0.85516603,0.754357722,-2.038768783,-1.167872713,2.81903291,-2.762796752,-2.542248346,-0.286046148,2.497247886,1.911092274,0.013114167,-0.882412731,1.155106154,-0.47385773,-1.049691741,-0.553827235,0.618023789,1.239031664,0.3441397,1.352203444,0.566961573,5.711082962,1.806359833,-0.232015024,0.94291186,-3.028898956,-0.928920476,20.55062597,-4.414270314,2.917793399,-3.379615641,-3.624500287,-0.531653619,6.101831696
Sphyrapicus_varius,Sph_var,Sphyrapicus,New_World,Nearctic,4454668.1,DA4,6,25,3,16,4,3,24.31,125,0.189921875,1.19444371,20.5,50.3,0.440946603,1.299850991,-0.570460683,0.338923962,-1.098816586,2.314024838,-2.482191389,-2.4613456,-0.256243042,4.658406468,4.532208688,0.238655772,-0.571594831,1.093211541,-0.807771669,-1.348906945,0.1346648,1.69337613,3.239435299,0.331203396,4.160164807,-0.980881436,8.63477601,3.276644566,-3.302752294,2.001345453,2.272051139,0.227892177,34.10536521,-5.979603884,-0.962219246,-2.921575496,-0.242739205,1.119557085,5.136626589
Veniliornis_affinis,Ven_aff,Veniliornis,New_World,Neotropic,5784035.56,DA5,3,28,3,28,4,15,22.1,92,0.240217391,1.081177502,16.5,38,1.236163127,-0.11632182,2.621218747,-0.009759303,-1.455483848,-0.742378026,0.482245518,0.698108235,-0.202799125,-0.341058,-0.260781998,0.250252422,-0.320635385,0.057779814,0.008236185,-0.200598902,-0.873057916,-0.607294772,0.683609426,0.283822479,-0.252345907,-1.14E-16,0.469679623,-2.731187947,0.743661134,2.277057137,-0.233892412,0.213317083,-4.391694578,-5.828449079,3.645584108,-0.065485653,-0.43122714,0.040885012,2.85404009
Veniliornis_callonotus,Ven_cal,Veniliornis,New_World,Neotropic,212692.5,DA1,3,4,0,4,2,2,20.86,74,0.266125,0.98551521,14,28,1.324520519,0.034478723,1.765366627,-0.062505769,-1.217445966,-0.643577749,0.542295835,0.324294668,-0.200864537,-0.329081186,-0.225565699,0.331011204,-0.490787417,0.140758535,-0.249908893,-0.214492132,-0.380445946,-0.009332298,0.766470433,0.285146463,-0.252345907,-1.14E-16,0.568891136,-2.139090806,0.580116496,1.220795487,0.004590757,0.107815471,-2.901453019,-3.976596778,3.60357843,-0.144174211,-0.262787975,0.589880516,1.721285098
Veniliornis_cassini,Ven_cas,Veniliornis,New_World,Neotropic,1488584.89,DA3,3,14,2,14,1,7,20.63,95,0.214895833,0.961824841,15,31,0.485125298,-0.348100547,2.198218295,-0.227974365,-1.249648184,-0.626114037,0.561890408,0.329378241,-0.160036522,-0.356754058,-0.201555465,0.656311889,0.022767183,0.250133313,-0.588572539,-0.193974314,0.025015932,-0.554123819,0.2435409,0.261730975,-0.252345907,-1.14E-16,0.10198438,-2.350394211,-0.286262148,2.197026215,-0.591322081,0.317958992,-3.193498747,-4.512830329,2.437165277,-0.410642757,-0.778591377,-0.553728332,1.912779225
Veniliornis_nigriceps,Ven_nig,Veniliornis,New_World,Neotropic,411676.37,DA1,3,4,0,4,1,2,20.98,101,0.207722772,0.945916228,18.5,42.5,0.175874428,-0.39068649,1.528037961,-0.106778954,-1.099529234,-0.598907213,0.561890408,0.327413359,-0.159513661,-0.172740682,-0.101301465,0.205307904,-0.07669235,0.294661491,-0.164846091,-0.513568455,-1.270934508,-0.446885533,0.124148836,0.267412807,-0.252345907,-1.14E-16,0.388527423,-1.856353865,0.162936612,1.469180247,-0.484787982,0.109051793,-3.442479398,-4.440755307,2.018000941,-0.106467685,-0.843875789,0.062586203,1.641668621
Veniliornis_passerinus,Ven_pas,Veniliornis,New_World,Neotropic,10907896.65,DA6,3,29,3,29,2,15,22.28,84,0.258170732,1.127189009,15,30.5,0.57348269,-0.291507577,2.433327156,-0.053330829,-1.481216574,-0.669815679,0.561890408,0.374290469,-0.18289304,-0.245693745,-0.180993251,0.017214433,-0.063989039,0.574184893,-0.244592711,-0.591990364,-0.691673289,-0.103719249,0.655541575,0.318343421,-0.252345907,-1.14E-16,0.448784494,-2.627219544,0.179785806,2.05254985,-0.315235553,0.149750605,-3.707679557,-6.161149238,1.958288816,-0.010774835,-0.514061221,0.16423124,1.971406097
Veniliornis_spilogaster,Ven_spi,Veniliornis,New_World,Neotropic,2126903.16,DA3,3,17,2,17,5,7,23.39,99,0.2395,1.212063517,17.75,40,0.220053123,-0.491468982,2.385737476,0.001784792,-1.432907526,-0.663875094,0.561890408,0.098655413,-0.18139915,-0.182433846,0.009139215,-0.414197604,0.01876611,0.531854168,-0.104598873,-0.043658393,-0.593854598,-0.25967943,0.330816535,0.280613209,-0.252345907,-1.14E-16,-0.011597568,-1.689236164,-0.26293822,2.442769022,-0.649167168,-0.232319432,-3.084151282,-5.778702691,1.301263671,0.163024231,-1.057468946,-0.34006298,2.273466729
