state	min	max	median	shifts	jumps	jumpvar	SE	root	lnL	lnLp	qlnL.p	qlnL.h
33000	0.020	21.283	1.193	45	0	0.000	0.324	0.270	-98.74	-188.67	0.00	-0.69
34000	0.050	31.711	1.445	34	0	0.000	0.406	0.848	-100.04	-144.10	-0.00	0.00
35000	0.005	30.045	1.104	41	0	0.000	0.314	0.649	-94.11	-172.11	0.00	0.00
36000	0.003	55.640	0.728	50	0	0.000	0.310	0.039	-101.58	-209.85	0.00	-2.30
37000	0.012	85.954	0.920	45	0	0.000	0.492	0.711	-98.35	-188.66	0.00	-0.69
38000	0.003	12.761	0.945	36	0	0.000	0.559	1.069	-103.08	-151.95	0.00	0.69
39000	0.001	34.537	1.575	41	0	0.000	0.418	0.774	-98.58	-172.11	-0.02	0.00
40000	0.001	17.819	0.673	30	0	0.000	0.403	0.402	-101.17	-128.69	0.00	4.56
41000	0.008	33.895	0.648	37	0	0.000	0.361	0.013	-99.46	-155.94	-0.00	0.69
42000	0.227	31.217	0.809	41	0	0.000	0.394	1.349	-100.19	-172.11	0.00	0.00
43000	0.007	34.393	0.528	39	0	0.000	0.485	1.310	-95.76	-163.96	0.00	0.00
44000	0.004	69.253	0.701	36	0	0.000	0.355	0.415	-99.06	-151.96	-0.01	-0.69
45000	0.006	110.481	1.135	40	0	0.000	0.433	0.343	-104.27	-168.04	-0.00	-0.69
46000	0.032	28.794	0.997	40	0	0.000	0.369	0.940	-93.15	-168.02	0.00	0.00
47000	0.001	18.256	0.240	43	0	0.000	0.500	1.002	-93.07	-180.32	-0.00	0.00
48000	0.012	46.395	1.452	37	0	0.000	0.385	0.610	-92.59	-155.93	0.00	0.00
49000	0.021	9.009	0.530	33	0	0.000	0.518	0.679	-99.24	-140.18	0.00	0.69
50000	0.007	42.867	0.695	44	0	0.000	0.346	1.296	-90.86	-184.49	0.00	-1.54
51000	0.000	33.967	0.478	39	0	0.000	0.432	1.149	-99.05	-163.96	-0.00	0.00
52000	0.042	77.659	1.229	39	0	0.000	0.333	-0.190	-97.50	-163.98	0.00	0.00
53000	0.001	5.913	0.474	37	0	0.000	0.479	0.553	-93.84	-155.92	0.00	-0.69
54000	0.045	13.452	0.533	47	0	0.000	0.406	0.526	-98.38	-197.06	0.00	1.35
55000	0.001	21.974	0.659	45	0	0.000	0.412	1.145	-97.91	-188.66	0.00	-4.09
56000	0.000	6.964	0.670	29	0	0.000	0.394	0.447	-93.57	-124.92	0.00	0.00
57000	0.002	14.144	0.507	35	0	0.000	0.453	0.312	-95.16	-148.00	0.00	-1.50
58000	0.012	55.500	0.688	41	0	0.000	0.491	0.287	-95.18	-172.10	-0.00	0.00
59000	0.099	5.203	0.895	37	0	0.000	0.426	0.266	-94.84	-155.93	-0.00	0.00
60000	0.011	159.711	0.829	38	0	0.000	0.398	0.656	-105.46	-159.96	-0.00	0.00
61000	0.023	19.886	0.782	34	0	0.000	0.350	0.521	-89.56	-144.08	0.00	0.00
62000	0.012	30.316	0.705	38	0	0.000	0.408	0.544	-92.96	-159.94	-0.00	0.00
63000	0.004	41.493	0.876	33	0	0.000	0.375	-0.007	-96.34	-140.19	-0.00	-0.69
64000	0.003	18.558	0.801	34	0	0.000	0.378	1.081	-93.08	-144.08	0.00	0.00
65000	0.015	24.669	0.149	33	0	0.000	0.431	1.204	-89.74	-140.18	0.00	-2.63
66000	0.005	6.308	0.714	36	0	0.000	0.536	0.529	-96.88	-151.95	-0.00	0.00
67000	0.001	70.929	1.076	34	0	0.000	0.389	0.524	-98.70	-144.08	0.00	0.00
68000	0.001	3.775	0.517	39	0	0.000	0.373	0.154	-96.33	-163.96	-0.01	0.00
69000	0.018	16.014	0.809	40	0	0.000	0.460	-0.354	-100.17	-168.02	0.00	0.69
70000	0.008	76.508	0.537	35	0	0.000	0.457	1.406	-103.92	-148.01	-0.00	-0.69
71000	0.001	57.445	0.168	36	0	0.000	0.496	0.338	-102.59	-151.97	0.00	0.00
72000	0.006	21.259	0.395	39	0	0.000	0.423	0.550	-96.29	-163.96	0.00	-0.76
73000	0.001	11.548	0.893	35	0	0.000	0.518	1.247	-98.32	-148.00	0.00	-0.69
74000	0.000	45.160	0.748	31	0	0.000	0.342	1.559	-97.17	-132.49	0.00	4.00
75000	0.001	44.809	0.331	40	0	0.000	0.451	0.832	-88.88	-168.01	0.01	0.00
76000	0.009	61.621	1.610	39	0	0.000	0.336	0.151	-98.08	-163.97	-0.00	0.00
77000	0.025	103.029	0.857	39	0	0.000	0.381	1.729	-100.59	-163.97	0.00	3.98
78000	0.004	70.855	0.382	36	0	0.000	0.419	-0.165	-95.99	-151.96	0.00	-0.69
79000	0.047	108.174	1.420	30	0	0.000	0.431	1.060	-102.92	-128.71	0.00	-1.58
80000	0.051	11.124	1.103	39	0	0.000	0.362	0.891	-91.40	-163.97	0.00	-1.45
81000	0.012	12.203	0.739	40	0	0.000	0.452	1.340	-95.79	-168.02	0.00	-1.29
82000	0.002	29.828	0.621	41	0	0.000	0.464	-0.473	-97.16	-172.10	0.00	2.53
83000	0.056	164.803	1.589	41	0	0.000	0.439	1.254	-101.69	-172.13	0.01	0.69
84000	0.041	111.971	1.724	41	0	0.000	0.434	0.720	-105.84	-172.13	-0.00	0.00
85000	0.030	21.815	0.876	38	0	0.000	0.301	0.932	-104.13	-159.94	0.03	0.00
86000	0.004	5.147	0.175	43	0	0.000	0.432	1.156	-94.04	-180.32	-0.00	0.69
87000	0.015	26.199	0.742	30	0	0.000	0.487	0.785	-99.50	-128.69	0.00	-3.23
88000	0.002	57.349	1.211	42	0	0.000	0.600	1.326	-106.32	-176.22	-0.00	-0.69
89000	0.000	53.914	1.642	36	0	0.000	0.403	1.118	-103.41	-151.97	-0.00	0.48
90000	0.062	23.137	0.768	44	0	0.000	0.454	0.459	-98.77	-184.48	0.00	-0.69
91000	0.013	44.933	1.261	32	0	0.000	0.435	1.113	-100.36	-136.34	0.00	-1.99
92000	0.025	60.978	1.057	34	0	0.000	0.446	1.788	-100.02	-144.08	-0.00	0.00
93000	0.001	13.954	0.592	37	0	0.000	0.472	0.704	-95.56	-155.93	-0.00	0.69
94000	0.018	36.396	0.980	38	0	0.000	0.342	1.331	-94.59	-159.93	0.00	-0.37
95000	0.001	21.733	0.483	37	0	0.000	0.564	1.156	-99.82	-155.92	-0.00	-0.69
96000	0.010	49.814	0.752	34	0	0.000	0.505	0.957	-97.12	-144.08	-0.00	0.75
97000	0.001	18.325	0.502	38	0	0.000	0.446	1.297	-98.44	-159.93	-0.00	0.00
98000	0.001	18.865	0.818	39	0	0.000	0.410	0.722	-98.27	-163.97	-0.00	-0.69
99000	0.000	43.459	0.977	40	0	0.000	0.372	1.052	-97.36	-168.03	-0.00	0.00
100000	0.000	12.097	1.133	37	0	0.000	0.424	0.775	-98.35	-155.93	-0.00	0.00
101000	0.037	152.881	0.892	43	0	0.000	0.459	1.765	-110.18	-180.36	0.00	-0.97
102000	0.005	9.859	0.738	32	0	0.000	0.423	1.029	-91.94	-136.32	-0.00	0.00
103000	0.037	90.363	1.022	44	0	0.000	0.448	0.352	-100.72	-184.50	-0.00	0.69
104000	0.002	26.511	1.344	46	0	0.000	0.435	1.032	-100.43	-192.85	0.02	0.00
105000	0.004	10.757	0.345	37	0	0.000	0.473	-0.264	-100.12	-155.93	-0.00	0.00
106000	0.004	7.655	1.040	39	0	0.000	0.347	0.183	-92.92	-163.96	-0.02	0.00
107000	0.008	25.674	1.009	41	0	0.000	0.502	0.811	-104.47	-172.11	0.00	4.78
108000	0.001	9.645	0.325	43	0	0.000	0.546	0.354	-99.12	-180.32	-0.00	0.00
109000	0.000	54.933	0.642	34	0	0.000	0.392	1.364	-102.12	-144.09	0.00	-1.14
110000	0.108	16.134	0.884	40	0	0.000	0.371	1.169	-100.79	-168.02	0.00	0.69
111000	0.008	49.791	0.388	43	0	0.000	0.432	0.793	-98.09	-180.34	0.00	-2.27
112000	0.003	49.979	0.709	37	0	0.000	0.445	-0.435	-97.29	-155.93	-0.02	0.00
113000	0.000	39.788	0.619	35	0	0.000	0.516	0.004	-95.21	-148.01	-0.00	0.00
114000	0.012	40.574	0.827	40	0	0.000	0.502	-0.100	-95.83	-168.02	-0.00	0.00
115000	0.000	28.579	1.160	41	0	0.000	0.398	1.595	-95.44	-172.11	0.00	0.00
116000	0.000	34.856	0.431	33	0	0.000	0.398	-0.184	-93.89	-140.18	-0.00	0.00
117000	0.001	28.316	0.935	34	0	0.000	0.455	0.449	-99.08	-144.09	0.00	-3.30
118000	0.006	39.262	0.630	31	0	0.000	0.497	1.222	-98.15	-132.50	-0.00	0.00
119000	0.000	12.777	0.475	46	0	0.000	0.404	-0.934	-91.78	-192.85	0.00	3.43
120000	0.003	16.423	1.518	46	0	0.000	0.352	0.267	-98.65	-192.85	-0.00	0.00
121000	0.000	75.603	1.441	40	0	0.000	0.471	-0.981	-100.73	-168.03	0.00	2.27
122000	0.003	9.291	0.735	33	0	0.000	0.513	0.967	-96.46	-140.18	0.00	0.00
123000	0.030	46.236	0.635	34	0	0.000	0.397	0.959	-93.30	-144.09	0.00	-0.88
124000	0.018	19.605	0.564	38	0	0.000	0.416	-0.034	-99.37	-159.94	-0.00	-0.69
125000	0.001	15.790	0.900	38	0	0.000	0.499	0.854	-101.92	-159.94	0.00	0.00
126000	0.013	27.732	1.003	38	0	0.000	0.393	0.427	-94.30	-159.94	-0.00	0.69
127000	0.001	15.326	0.470	38	0	0.000	0.373	0.318	-95.35	-159.94	0.00	-3.40
128000	0.012	12.169	0.963	38	0	0.000	0.438	0.922	-96.22	-159.93	0.00	-0.69
129000	0.002	44.683	0.580	31	0	0.000	0.379	0.484	-106.75	-132.51	0.00	-1.35
130000	0.030	24.974	0.847	38	0	0.000	0.449	0.935	-99.40	-159.93	0.00	-0.88
131000	0.030	33.186	1.655	38	0	0.000	0.436	1.982	-105.47	-159.95	0.00	-1.33
132000	0.017	48.499	1.540	33	0	0.000	0.393	0.715	-105.39	-140.20	0.00	-0.69
133000	0.041	67.187	0.955	35	0	0.000	0.329	0.691	-95.84	-148.01	0.00	0.00
134000	0.004	16.479	1.360	43	0	0.000	0.393	0.228	-101.81	-180.34	-0.00	1.40
135000	0.004	10.117	0.220	37	0	0.000	0.545	0.711	-96.75	-155.92	-0.01	0.00
136000	0.004	95.640	0.547	36	0	0.000	0.407	2.305	-103.92	-151.97	-0.00	0.00
137000	0.001	38.831	0.406	37	0	0.000	0.574	0.372	-101.14	-155.93	-0.00	0.69
138000	0.001	125.664	1.016	39	0	0.000	0.334	0.075	-98.98	-164.00	0.00	-0.66
139000	0.007	47.748	1.152	47	0	0.000	0.392	-1.173	-105.42	-197.08	0.00	0.00
140000	0.019	7.020	0.486	28	0	0.000	0.581	-0.059	-96.71	-121.19	-0.00	0.00
141000	0.027	47.894	1.211	44	0	0.000	0.419	0.708	-99.49	-184.49	0.00	0.00
142000	0.011	23.433	0.680	35	0	0.000	0.409	0.756	-95.59	-148.00	-0.00	0.00
143000	0.029	266.668	0.738	34	0	0.000	0.261	0.666	-97.04	-144.11	-0.00	0.00
144000	0.031	120.344	0.757	35	0	0.000	0.400	1.196	-101.69	-148.03	0.00	-0.69
145000	0.006	22.544	0.426	44	0	0.000	0.353	1.688	-95.83	-184.48	0.01	0.00
146000	0.017	36.865	0.515	31	0	0.000	0.455	0.361	-98.76	-132.49	-0.00	-0.69
147000	0.005	24.778	0.749	43	0	0.000	0.484	0.968	-94.51	-180.33	-0.02	0.00
148000	0.041	36.710	0.870	36	0	0.000	0.418	0.302	-96.24	-151.96	-0.00	-0.69
149000	0.002	23.558	0.404	35	0	0.000	0.489	1.062	-94.02	-148.00	0.00	-3.50
150000	0.002	35.283	0.978	36	0	0.000	0.269	0.292	-92.85	-151.96	0.00	-0.69
151000	0.008	12.938	0.515	38	0	0.000	0.390	1.254	-88.97	-159.93	-0.00	0.00
152000	0.000	25.446	0.448	35	0	0.000	0.440	0.627	-93.95	-148.01	-0.00	0.00
153000	0.000	31.052	0.581	38	0	0.000	0.434	-0.005	-105.83	-159.94	0.00	-2.24
154000	0.005	39.921	0.832	35	0	0.000	0.753	0.890	-111.32	-148.01	-0.00	0.00
155000	0.032	23.164	0.408	42	0	0.000	0.431	0.308	-97.32	-176.21	-0.00	0.00
156000	0.019	14.714	0.442	40	0	0.000	0.429	0.429	-95.17	-168.02	-0.00	0.00
157000	0.020	19.848	0.817	40	0	0.000	0.485	0.578	-93.99	-168.02	0.00	1.26
158000	0.000	33.728	0.630	42	0	0.000	0.332	0.954	-97.22	-176.21	0.00	0.00
159000	0.002	8.973	0.527	36	0	0.000	0.413	0.836	-93.92	-151.95	-0.00	0.00
160000	0.004	9.860	0.917	33	0	0.000	0.413	1.314	-93.13	-140.19	0.00	0.00
161000	0.038	47.286	0.660	35	0	0.000	0.569	1.038	-106.82	-148.02	0.00	-0.36
162000	0.000	22.632	0.660	41	0	0.000	0.453	1.191	-96.90	-172.10	0.00	0.00
163000	0.028	24.259	1.073	38	0	0.000	0.439	0.278	-95.81	-159.94	0.00	4.91
164000	0.000	26.310	0.608	34	0	0.000	0.432	0.715	-95.41	-144.09	0.00	-3.31
165000	0.050	21.288	0.507	45	0	0.000	0.383	0.207	-90.78	-188.66	-0.00	1.67
166000	0.005	27.621	0.306	38	0	0.000	0.550	0.140	-98.69	-159.93	0.00	-0.82
167000	0.016	24.470	1.382	39	0	0.000	0.380	-0.085	-94.00	-163.97	-0.00	0.00
168000	0.012	44.559	0.757	34	0	0.000	0.439	0.474	-96.30	-144.08	-0.02	0.00
169000	0.022	48.038	1.097	38	0	0.000	0.567	1.661	-101.52	-159.94	0.00	-0.69
170000	0.004	28.272	0.545	41	0	0.000	0.509	1.020	-96.02	-172.10	0.00	0.00
171000	0.004	9.266	0.202	35	0	0.000	0.518	-0.333	-97.13	-147.99	-0.00	0.69
172000	0.075	21.294	0.661	43	0	0.000	0.319	0.017	-95.71	-180.33	0.00	-0.69
173000	0.036	241.016	0.785	40	0	0.000	0.366	0.597	-98.34	-168.03	0.00	-0.88
174000	0.053	40.701	1.877	43	0	0.000	0.331	-0.093	-104.09	-180.34	0.00	-2.15
175000	0.021	39.545	0.719	41	0	0.000	0.405	0.612	-96.81	-172.11	0.00	-2.07
176000	0.003	33.439	1.204	42	0	0.000	0.429	1.206	-99.64	-176.22	0.00	0.00
177000	0.014	19.112	0.981	40	0	0.000	0.456	0.637	-99.52	-168.02	-0.00	0.00
178000	0.099	44.152	1.194	48	0	0.000	0.462	0.728	-102.33	-201.32	0.00	-1.61
179000	0.000	36.796	1.508	35	0	0.000	0.552	1.396	-106.19	-148.02	0.00	-2.57
180000	0.076	53.311	2.300	41	0	0.000	0.341	1.381	-102.85	-172.12	0.00	-0.10
181000	0.012	28.589	1.082	42	0	0.000	0.460	1.164	-101.60	-176.21	0.00	0.00
182000	0.003	69.964	1.744	48	0	0.000	0.413	1.808	-99.61	-201.32	0.00	-2.36
183000	0.003	8.751	1.089	32	0	0.000	0.524	1.489	-99.09	-136.33	0.00	-1.57
184000	0.000	36.067	1.088	39	0	0.000	0.416	0.932	-98.92	-163.97	0.00	0.00
185000	0.010	51.606	0.739	40	0	0.000	0.329	0.501	-97.06	-168.03	0.00	0.90
186000	0.043	50.602	0.855	40	0	0.000	0.343	0.373	-98.86	-168.04	0.00	-0.96
187000	0.004	44.942	0.631	44	0	0.000	0.350	0.284	-93.59	-184.48	0.00	0.00
188000	0.008	21.243	0.950	38	0	0.000	0.283	0.895	-102.16	-159.93	0.00	-0.62
189000	0.028	13.585	0.652	44	0	0.000	0.395	-0.196	-91.36	-184.48	0.00	-2.59
190000	0.003	7.284	0.470	37	0	0.000	0.464	0.529	-92.44	-155.93	0.00	0.00
191000	0.002	17.058	0.438	30	0	0.000	0.494	1.858	-97.85	-128.70	0.00	-0.69
192000	0.011	24.839	0.803	36	0	0.000	0.365	0.789	-96.39	-151.95	0.00	0.00
193000	0.003	26.851	0.528	46	0	0.000	0.436	1.303	-101.18	-192.85	-0.00	0.00
194000	0.000	178.785	0.874	45	0	0.000	0.437	0.022	-103.93	-188.68	-0.00	1.15
195000	0.001	14.576	1.051	40	0	0.000	0.341	0.487	-89.98	-168.02	-0.00	0.72
196000	0.004	93.554	1.160	49	0	0.000	0.457	0.848	-99.44	-205.58	0.00	-1.52
197000	0.010	30.931	0.955	40	0	0.000	0.359	1.301	-104.02	-168.03	0.00	2.46
198000	0.003	38.315	0.823	44	0	0.000	0.397	1.033	-97.99	-184.48	-0.00	0.00
199000	0.001	11.725	0.904	35	0	0.000	0.506	0.296	-96.23	-148.00	-0.00	0.69
200000	0.007	41.348	0.806	41	0	0.000	0.373	0.773	-92.74	-172.10	-0.00	0.00
201000	0.003	9.372	0.333	37	0	0.000	0.486	2.318	-101.81	-155.93	0.00	3.08
202000	0.016	39.082	1.185	36	0	0.000	0.477	-0.071	-100.67	-151.96	0.00	-1.71
203000	0.000	17.944	0.527	39	0	0.000	0.594	0.984	-106.07	-163.97	-0.00	-0.69
204000	0.074	38.239	1.176	40	0	0.000	0.379	1.480	-96.07	-168.02	0.00	-0.69
205000	0.006	22.388	0.676	51	0	0.000	0.444	0.892	-101.51	-214.14	-0.00	0.00
206000	0.016	39.247	0.750	41	0	0.000	0.512	0.643	-104.11	-172.10	0.00	-1.81
207000	0.002	12.598	0.499	36	0	0.000	0.395	1.165	-98.15	-151.95	0.00	0.00
208000	0.017	38.953	0.557	41	0	0.000	0.284	0.578	-96.24	-172.11	0.00	-2.18
209000	0.041	72.283	0.938	37	0	0.000	0.423	-0.081	-95.45	-155.94	0.00	0.00
210000	0.013	47.520	0.839	38	0	0.000	0.529	0.734	-98.36	-159.94	0.00	-0.56
211000	0.060	19.141	0.704	39	0	0.000	0.398	0.635	-100.07	-163.96	-0.00	-0.69
212000	0.020	24.160	0.384	40	0	0.000	0.347	-0.207	-99.83	-168.02	0.00	-6.29
213000	0.001	20.001	0.363	31	0	0.000	0.442	1.470	-97.17	-132.49	0.01	0.00
214000	0.001	28.194	1.017	48	0	0.000	0.364	0.322	-100.64	-201.32	0.00	0.00
215000	0.000	60.584	0.567	36	0	0.000	0.514	0.030	-98.68	-151.95	0.00	4.63
216000	0.008	27.690	0.616	48	0	0.000	0.637	0.657	-106.32	-201.31	0.00	0.69
217000	0.046	43.579	1.189	44	0	0.000	0.550	0.386	-103.77	-184.50	-0.00	0.00
218000	0.022	14.960	1.394	43	0	0.000	0.394	0.480	-103.74	-180.34	0.00	1.24
219000	0.003	16.867	0.755	47	0	0.000	0.420	0.910	-93.03	-197.07	-0.00	0.00
220000	0.018	190.928	0.897	37	0	0.000	0.501	1.009	-99.32	-155.94	-0.00	0.00
221000	0.015	9.111	0.705	35	0	0.000	0.486	0.676	-98.01	-148.00	0.00	-0.69
222000	0.000	29.018	0.999	31	0	0.000	0.530	1.394	-105.95	-132.50	0.00	3.02
223000	0.009	81.505	0.478	37	0	0.000	0.484	-0.036	-98.74	-155.93	0.00	0.00
224000	0.040	51.244	1.350	37	0	0.000	0.449	-1.417	-102.06	-155.94	-0.00	0.00
225000	0.014	58.322	1.053	39	0	0.000	0.595	0.757	-105.59	-163.99	0.00	0.00
226000	0.000	45.513	0.708	41	0	0.000	0.423	1.542	-91.24	-172.10	-0.00	0.00
227000	0.007	7.581	0.459	37	0	0.000	0.438	1.375	-96.07	-155.92	0.00	0.00
228000	0.001	11.801	0.774	34	0	0.000	0.393	0.159	-92.70	-144.08	-0.00	0.00
229000	0.002	21.211	0.504	36	0	0.000	0.528	1.487	-97.78	-151.95	0.00	-2.10
230000	0.006	22.030	1.202	31	0	0.000	0.436	0.961	-93.92	-132.50	0.00	-0.69
231000	0.012	12.689	0.709	36	0	0.000	0.385	0.002	-97.65	-151.95	-0.01	0.00
232000	0.012	23.590	0.818	29	0	0.000	0.446	0.004	-96.56	-124.92	0.00	-0.69
233000	0.000	7.962	0.136	42	0	0.000	0.499	0.961	-95.14	-176.19	-0.00	0.69
234000	0.000	11.403	1.063	31	0	0.000	0.331	0.331	-100.23	-132.51	0.00	-1.16
235000	0.031	17.602	0.473	29	0	0.000	0.412	0.321	-96.02	-124.92	0.00	2.39
236000	0.005	8.131	0.614	33	0	0.000	0.446	0.367	-98.76	-140.18	0.00	-5.22
237000	0.022	14.850	1.147	42	0	0.000	0.352	1.080	-94.70	-176.21	-0.00	-0.69
238000	0.003	19.431	1.322	36	0	0.000	0.387	1.113	-102.52	-151.96	0.00	0.86
239000	0.011	15.728	0.294	38	0	0.000	0.558	0.480	-95.29	-159.93	-0.00	0.00
240000	0.001	32.767	0.812	40	0	0.000	0.399	0.525	-103.27	-168.03	0.00	0.00
241000	0.005	24.590	0.138	33	0	0.000	0.585	0.818	-98.56	-140.18	0.00	0.00
242000	0.001	10.467	0.676	38	0	0.000	0.554	0.083	-99.08	-159.93	0.00	-2.85
243000	0.003	12.718	0.559	40	0	0.000	0.475	0.257	-97.24	-168.02	0.00	0.00
244000	0.002	61.625	1.012	40	0	0.000	0.398	0.961	-95.39	-168.03	0.00	3.03
245000	0.025	14.618	0.778	36	0	0.000	0.375	0.817	-96.44	-151.95	0.00	-0.69
246000	0.017	37.199	0.308	39	0	0.000	0.438	1.347	-102.73	-163.97	0.00	-5.23
247000	0.016	54.625	0.641	46	0	0.000	0.414	0.251	-96.78	-192.85	0.00	-0.69
248000	0.004	234.013	0.343	44	0	0.000	0.465	0.635	-98.98	-184.49	0.00	4.85
249000	0.007	5.352	0.549	47	0	0.000	0.418	0.945	-91.30	-197.07	0.00	-1.18
250000	0.006	18.905	0.791	44	0	0.000	0.295	0.966	-100.48	-184.49	-0.00	0.00
251000	0.000	56.395	0.327	44	0	0.000	0.574	1.049	-101.97	-184.49	-0.00	0.00
252000	0.007	34.775	0.190	32	0	0.000	0.562	0.140	-96.45	-136.32	0.00	-0.24
253000	0.011	12.771	0.762	42	0	0.000	0.519	-0.339	-102.66	-176.21	-0.02	0.00
254000	0.015	15.888	1.720	38	0	0.000	0.284	0.122	-93.49	-159.94	-0.00	0.69
255000	0.063	12.164	1.400	46	0	0.000	0.428	0.928	-98.17	-192.85	0.00	3.56
256000	0.002	57.926	0.284	47	0	0.000	0.428	1.055	-90.18	-197.07	0.00	-2.47
257000	0.003	125.141	1.074	38	0	0.000	0.306	1.886	-99.92	-159.96	0.00	0.15
258000	0.147	32.464	1.952	35	0	0.000	0.249	1.023	-99.01	-148.02	0.00	0.00
259000	0.020	44.364	0.786	35	0	0.000	0.476	0.911	-103.09	-148.02	-0.00	0.00
260000	0.008	31.922	0.406	39	0	0.000	0.405	0.726	-97.59	-163.96	-0.00	0.00
261000	0.068	13.610	1.712	40	0	0.000	0.349	1.233	-99.68	-168.03	0.00	0.00
262000	0.006	19.420	1.585	37	0	0.000	0.370	2.147	-106.82	-155.94	0.00	-0.47
263000	0.017	13.419	0.960	43	0	0.000	0.394	0.641	-91.18	-180.33	0.00	-2.85
264000	0.021	188.109	0.895	29	0	0.000	0.367	0.147	-97.68	-124.93	0.00	1.25
265000	0.004	59.130	0.644	45	0	0.000	0.469	0.095	-98.02	-188.67	0.00	0.09
266000	0.000	18.786	0.456	45	0	0.000	0.463	0.408	-96.50	-188.65	0.00	-2.45
267000	0.001	11.797	0.983	43	0	0.000	0.352	1.010	-94.36	-180.33	0.00	0.87
268000	0.008	43.385	1.514	48	0	0.000	0.324	0.143	-104.71	-201.34	0.00	4.59
269000	0.080	24.097	0.882	43	0	0.000	0.392	1.405	-102.11	-180.33	0.00	-1.40
270000	0.011	20.303	0.464	46	0	0.000	0.438	2.168	-93.32	-192.85	0.00	0.00
271000	0.015	25.039	1.264	35	0	0.000	0.320	0.699	-98.99	-148.01	0.00	-0.53
272000	0.026	14.847	0.655	36	0	0.000	0.550	0.758	-96.90	-151.95	-0.02	1.61
273000	0.018	60.958	0.749	38	0	0.000	0.421	-0.152	-96.59	-159.94	-0.00	0.00
274000	0.028	80.769	0.710	34	0	0.000	0.446	0.482	-103.07	-144.10	0.00	3.73
275000	0.007	5.421	0.454	44	0	0.000	0.661	-0.092	-103.17	-184.47	0.00	-3.32
276000	0.000	2.979	0.286	33	0	0.000	0.564	0.302	-101.24	-140.18	-0.00	0.00
277000	0.002	111.607	2.472	47	0	0.000	0.320	0.571	-109.56	-197.11	0.00	0.00
278000	0.008	5.569	0.772	44	0	0.000	0.355	1.060	-100.84	-184.48	0.00	0.00
279000	0.029	6.321	0.547	34	0	0.000	0.449	1.144	-97.24	-144.08	0.00	-0.96
