File,Species_FullName,Species,Genus,Broad_Geographic,Geographic,DistribArea_num,DistribArea_Clust,AcousticClust,Overall_Sympatry,WithinGenus_Sympatry,WithinGeo_Sympatry,Within_DistArea_Sympatry,WithinAcClust_Sympatry,BodySize,BodyMass,n.pulses,drum_duration,pulseRateMedian,pulseRateDeviation,interval_min,interval_max,interv1_intervMax,intervL_intervMax,interval_slope_lm2_ordre_coefa,interval_nPVI,MeanAcc,drum_peak_F,Amp_pulses_min,Amp_pulses_first,Amp_pulses_last,Amp_pulses_Q25,Amp_pulses_Q75,Amp_pulses_IQR,nPAVI,Amp_slope_lm2_ordre_coefa,n_seq,interval_seq_median
Celeus_flavescens_344941.wav,Celeus_flavescens,Cel_flave,Celeus,New_World,Neotropic,3801921.9,DA4,3,18,3,18,3,8,27.5,137.5,1.457056606,0.30177988,1.263777314,0.140161018,-1.051998566,-0.584755585,0.561890408,0.502961694,-0.20612303,-0.312331081,-0.283862305,-0.502213883,-0.586365068,1.257846277,-0.996182032,-1.369600426,-3.864085145,-1.142097385,0.362513119,0.314307064,-0.252345907,-1.14E-16
Celeus_flavus_274977.wav,Celeus_flavus,Cel_flavu,Celeus,New_World,Neotropic,5874164.09,DA5,3,23,5,23,4,13,25.5,147.5,0.926912256,0.066540258,1.129228014,0.197835497,-1.519546254,-0.584750705,-0.051098644,0.501596536,-0.212591574,-0.159635039,-0.219487592,-0.932240598,0.269018907,-0.047075106,0.422441136,-0.176022537,-0.910845858,-0.454824994,0.602541951,0.281835941,-0.252345907,-1.14E-16
Celeus_flavus_29901.wav,Celeus_flavus,Cel_flavu,Celeus,New_World,Neotropic,5874164.09,DA5,3,23,5,23,4,13,25.5,147.5,0.220053123,-0.180791299,0.506223231,1.04926417,-1.78867509,-0.446721188,0.101763648,0.143288451,-0.155256074,0.631092009,0.634642269,1.122347947,-0.531295571,-1.023266511,-0.466461935,-1.086564399,-1.740293002,0.079449465,0.755292324,0.243352797,-0.252345907,-1.14E-16
Celeus_flavus_36503.wav,Celeus_flavus,Cel_flavu,Celeus,New_World,Neotropic,5874164.09,DA5,3,23,5,23,4,13,25.5,147.5,-0.663520793,-0.624352994,0.112992071,0.026584705,0.058125075,-0.430806855,0.561890408,0.364740496,0.044684676,-0.339950012,-0.239004399,-0.172962212,-0.888122647,-0.293283503,-1.344709999,-0.436605248,-0.752370967,-0.007550847,-0.238841504,-0.245252946,-0.252345907,-1.14E-16
Celeus_flavus_44115.wav,Celeus_flavus,Cel_flavu,Celeus,New_World,Neotropic,5874164.09,DA5,3,23,5,23,4,13,25.5,147.5,0.04333834,-0.278167954,0.49164563,0.506484321,-0.976322338,-0.522959086,0.535095915,-0.413914339,-0.216236666,0.086452556,0.107809956,-0.884624074,0.690162547,-0.135732887,-0.034561924,0.065146739,-0.008163446,-0.088428186,-0.259852965,0.289173559,-0.252345907,-1.14E-16
Celeus_grammicus_148403.wav,Celeus_grammicus,Cel_gra,Celeus,New_World,Neotropic,3999818.71,DA4,3,18,4,18,5,8,24,75,0.308410515,-0.113483486,0.588714556,-0.104537083,-0.34573601,-0.536175979,0.561890408,0.842634946,-0.162127968,-0.317832031,-0.337553312,-0.429985875,0.445707346,-0.002218825,0.497279926,0.506342506,-0.201946788,-0.790287518,-0.239488676,0.23659786,-0.252345907,-1.14E-16
Celeus_grammicus_148409.wav,Celeus_grammicus,Cel_gra,Celeus,New_World,Neotropic,3999818.71,DA4,3,18,4,18,5,8,24,75,0.661840082,-0.071092021,1.225479165,0.259530873,-1.772311293,-0.530771327,0.086749275,0.361379447,-0.180950983,0.591315336,0.52847071,-0.891495289,-0.043123115,0.263781895,-0.291335285,-0.908623694,-2.616781107,-0.797299976,0.500615422,0.316931185,-0.252345907,-1.14E-16
Celeus_grammicus_260613.wav,Celeus_grammicus,Cel_gra,Celeus,New_World,Neotropic,3999818.71,DA4,3,18,4,18,5,8,24,75,1.191984431,0.178112057,1.228116614,0.078038902,-0.733194266,-0.634755399,0.561890408,0.587877758,-0.2027319,-0.414150566,-0.316101035,-0.716170083,-0.026227265,-0.962348402,0.792683615,0.533057429,0.469956244,-0.324399918,0.229900694,0.255074993,-0.252345907,-1.14E-16
Celeus_lugubris_128580.wav,Celeus_lugubris,Cel_lug,Celeus,New_World,Neotropic,1307206.81,DA2,3,10,0,10,0,4,24.5,136,-0.221733835,-0.446183077,0.614214192,0.075892654,-0.476481296,-0.584487362,0.233410243,0.850467835,-0.236224915,-0.383922091,-0.405993368,-0.406200313,-0.389787622,0.386795807,1.138496926,-0.622390486,-0.484527599,0.426497337,0.318839227,0.370574075,-0.252345907,-1.14E-16
Celeus_lugubris_15462.wav,Celeus_lugubris,Cel_lug,Celeus,New_World,Neotropic,1307206.81,DA2,3,10,0,10,0,4,24.5,136,0.750197473,0.031730401,0.916998371,0.12192058,-0.73101966,-0.583803095,0.468565694,0.87514705,-0.192902103,-0.199473565,-0.323508328,0.908026421,-0.293828798,0.32592241,0.49927788,-0.515194669,-1.565103666,-0.512587431,0.453569928,0.315683628,-0.252345907,-1.14E-16
Celeus_lugubris_184895.wav,Celeus_lugubris,Cel_lug,Celeus,New_World,Neotropic,1307206.81,DA2,3,10,0,10,0,4,24.5,136,0.04333834,-0.399972203,1.129474134,0.12144274,-0.754064143,-0.655013881,0.510811869,0.713274196,-0.20110356,-0.354917652,-0.320072223,0.033729645,1.042890024,1.257846277,0.807064642,0.32195361,-0.915406183,-1.087749614,-0.476825035,0.341933826,-0.252345907,-1.14E-16
Celeus_lugubris_195417.wav,Celeus_lugubris,Cel_lug,Celeus,New_World,Neotropic,1307206.81,DA2,3,10,0,10,0,4,24.5,136,0.220053123,-0.293174309,1.098098709,0.186032268,-1.429076098,-0.55669723,0.312858294,0.422537204,-0.183938763,0.072586595,-0.069929463,-0.118947759,-1.492437387,1.257846277,-0.659530554,-1.695120809,-3.591661234,-0.527991991,0.957182364,0.331004095,-0.252345907,-1.14E-16
Celeus_lugubris_220677.wav,Celeus_lugubris,Cel_lug,Celeus,New_World,Neotropic,1307206.81,DA2,3,10,0,10,0,4,24.5,136,-0.133376443,-0.450671097,0.896878203,0.101939669,-0.704918389,-0.620489905,0.557995979,0.795608554,-0.196188662,-0.371015499,-0.325761683,-0.674070004,0.195366829,1.257846277,0.285188284,-0.392470366,-2.274459921,-1.195245718,-0.419770312,0.345007223,-0.252345907,-1.14E-16
Celeus_lugubris_220678.wav,Celeus_lugubris,Cel_lug,Celeus,New_World,Neotropic,1307206.81,DA2,3,10,0,10,0,4,24.5,136,-0.133376443,-0.454547088,0.891965303,0.185999034,-0.598509345,-0.629121267,0.523816784,0.87514705,-0.184237541,-0.390203898,-0.35281675,-0.279461389,0.189464623,1.257846277,0.121755538,-0.749166931,-2.482446407,-0.898984722,-0.218311357,0.421004396,-0.252345907,-1.14E-16
Celeus_lugubris_234572.wav,Celeus_lugubris,Cel_lug,Celeus,New_World,Neotropic,1307206.81,DA2,3,10,0,10,0,4,24.5,136,0.750197473,-0.063237474,1.385283069,-0.076277662,-1.391066747,-0.46357166,-0.64577567,-0.087484637,-0.182743651,-0.041789879,-0.205409408,0.874007484,-1.398667148,1.257846277,-1.7598732,-1.619331779,-1.709270343,0.776035287,2.259454089,0.253758095,-0.252345907,-1.14E-16
Celeus_spectabilis_178744.wav,Celeus_spectabilis,Cel_spe,Celeus,New_World,Neotropic,464658.77,DA1,3,14,4,14,1,7,27,111,1.280341823,-0.01302568,2.385321121,-0.406452789,-1.440177247,-0.626476972,0.433967455,-0.285389676,-0.183789374,-0.318524815,-0.130780613,0.726625792,0.225353391,-0.3931275,-0.42040399,-0.1774155,-1.090479022,-0.586648095,0.886495274,0.285550074,-0.252345907,-1.14E-16
Celeus_spectabilis_274979.wav,Celeus_spectabilis,Cel_spe,Celeus,New_World,Neotropic,464658.77,DA1,3,14,4,14,1,7,27,111,1.810486173,0.367241779,1.659704814,-0.014707392,-1.035352805,-0.647193996,0.4531191,0.87514705,-0.203568478,-0.314228546,-0.340799216,-0.772877733,-0.238380919,-1.131715203,-0.588158734,0.08647239,-0.249576226,-0.294914161,0.520298663,0.2792903,-0.252345907,-1.14E-16
Celeus_spectabilis_91679.wav,Celeus_spectabilis,Cel_spe,Celeus,New_World,Neotropic,464658.77,DA1,3,14,4,14,1,7,27,111,2.252273131,0.338662565,2.388228078,0.767392401,-2.31999063,-0.641919413,-0.114202497,0.734557455,-0.200789843,0.665429991,1.239754376,-0.538347126,0.062026109,1.257846277,-0.026361365,-0.333502423,-1.367565691,-0.595380838,1.615642332,0.309836823,0.148791431,-2.090157197
Celeus_torquatus_115330.wav,Celeus_torquatus,Cel_tor,Celeus,New_World,Neotropic,4822165.5,DA4,4,20,5,20,5,1,27,120.5,-0.398448618,-0.23214821,-0.630249492,0.032476433,0.082268526,-0.207016686,0.150129024,0.084871271,-0.151521349,0.450026615,-0.12526999,-1.129923047,0.396686526,0.224122858,-0.207252156,-0.315382432,-1.478606809,-0.70086347,-0.108455538,0.253975403,-0.252345907,-1.14E-16
Celeus_torquatus_258052.wav,Celeus_torquatus,Cel_tor,Celeus,New_World,Neotropic,4822165.5,DA4,4,20,5,20,5,1,27,120.5,1.015269648,0.943254247,-0.544873035,-0.26081692,0.242338145,-0.041807442,0.561890408,-0.744974105,-0.136582449,-0.325962992,-0.249589073,-0.629876849,-0.629840593,1.257846277,-1.13030785,-1.600546522,-2.899492667,-0.132820646,0.264739649,0.327771833,-0.252345907,-1.14E-16
Celeus_torquatus_264524.wav,Celeus_torquatus,Cel_tor,Celeus,New_World,Neotropic,4822165.5,DA4,4,20,5,20,5,1,27,120.5,-0.398448618,-0.297864284,-0.407027363,-0.224797356,0.594457147,-0.224645262,0.561890408,0.129341383,0.046056067,-0.273911028,-0.246832657,-0.394117418,1.051090834,1.257846277,0.906241161,0.416106344,-0.520064302,-0.912780274,-0.453024507,0.396894787,-0.252345907,-1.14E-16
Celeus_torquatus_31966.wav,Celeus_torquatus,Cel_tor,Celeus,New_World,Neotropic,4822165.5,DA4,4,20,5,20,5,1,27,120.5,0.220053123,-0.197414139,0.630616915,0.166866139,-0.479507865,-0.59776515,0.527202047,0.859880034,-0.214333002,-0.389433529,-0.349983018,-0.764620127,0.160895715,-0.310634885,0.9305836,-0.022568541,0.254631529,0.217887321,-0.001626006,0.260163539,-0.252345907,-1.14E-16
Celeus_torquatus_38978.wav,Celeus_torquatus,Cel_tor,Celeus,New_World,Neotropic,4822165.5,DA4,4,20,5,20,5,1,27,120.5,0.661840082,0.771246373,-0.250296631,-0.385845081,0.218193805,3.569576895,-2.914065558,-2.366563933,-0.573746963,0.235433351,-0.150967237,-0.377800845,-0.189863549,-0.880081469,-0.308348269,-0.566874486,-0.327731803,0.472915985,0.289459169,0.215335886,0.148791431,1.92313614
Celeus_torquatus_69423.wav,Celeus_torquatus,Cel_tor,Celeus,New_World,Neotropic,4822165.5,DA4,4,20,5,20,5,1,27,120.5,-0.045019051,-0.040912314,-0.416363261,-0.017797,0.527585477,-0.33381594,0.561890408,0.501690082,-0.094454749,-0.30210425,-0.310117729,-0.645906829,-0.560720011,-0.120540474,0.731226221,-1.068282928,-0.948268057,0.645327056,1.375380525,0.268568104,-0.252345907,-1.14E-16
Chrysocolates_lucidus_18648.wav,Chrysocolaptes_lucidus,Chrysoc_luc,Chrysocolaptes,Old_world,Indomalaya,120897.91,DA1,1,1,0,1,0,1,30,171.5,2.694060089,1.265775786,0.891551838,-0.607166899,-0.782394087,-0.427285762,0.561890408,-0.357982955,-0.190810657,-0.345579349,-0.259316157,0.395996785,-1.124502065,-0.468616238,-1.540930581,-1.653087154,-1.075660548,1.289891708,0.573169983,0.308048072,-0.252345907,-1.14E-16
Chrysocolates_lucidus_18649.wav,Chrysocolaptes_lucidus,Chrysoc_luc,Chrysocolaptes,Old_world,Indomalaya,120897.91,DA1,1,1,0,1,0,1,30,171.5,2.517345306,1.174821773,0.801895124,-0.342037034,-1.031017666,-0.396206709,0.561890408,-0.233009141,-0.188420433,-0.296492889,-0.256593711,-0.94307615,-1.204275345,-1.33342374,-1.575881237,-2.079695423,-1.5572991,1.471032794,2.784081446,0.295298022,-0.252345907,-1.14E-16
Chrysocolates_lucidus_304556.wav,Chrysocolaptes_lucidus,Chrysoc_luc,Chrysocolaptes,Old_world,Indomalaya,120897.91,DA1,1,1,0,1,0,1,30,171.5,2.694060089,1.248852681,0.941232481,-0.647697028,-0.728723366,-0.395523267,0.561890408,0.317654443,-0.182295484,-0.337053318,-0.315622577,0.208679171,-1.006852579,-0.14587412,-1.443268734,-1.515506882,-1.970267782,0.450690994,0.862705093,0.3214327,-0.252345907,-1.14E-16
Chrysophlegma_mentale_164148.wav,Chrysophlegma_mentale,Chrysop_men,Chrysophlegma,Old_world,Indomalaya,1307124.43,DA2,4,8,0,7,4,4,27.5,100.5,0.308410515,0.12889515,-0.133242518,-0.151698197,0.287168979,-0.311333094,0.468024723,0.87514705,-0.084296297,-0.319445383,-0.346014042,-0.483672194,-0.467748849,-0.968063571,-0.995754104,-0.08236093,0.077858845,0.162019016,0.00725141,0.124443481,-0.252345907,-1.14E-16
Chrysophlegma_mentale_164170.wav,Chrysophlegma_mentale,Chrysop_men,Chrysophlegma,Old_world,Indomalaya,1307124.43,DA2,4,8,0,7,4,4,27.5,100.5,0.220053123,-0.076493087,0.24344238,-0.023924531,-0.005151063,-0.49154888,0.561890408,0.724702621,-0.156451186,-0.380740293,-0.331655676,-0.664779715,0.462936625,1.257846277,-0.22318411,-0.31560343,-2.110656491,-1.170607351,-0.274692851,0.36183932,-0.252345907,-1.14E-16
Chrysophlegma_mentale_33236.wav,Chrysophlegma_mentale,Chrysop_men,Chrysophlegma,Old_world,Indomalaya,1307124.43,DA2,4,8,0,7,4,4,27.5,100.5,0.750197473,0.817718478,-0.766683516,0.14320855,-0.45820397,0.02428292,-1.373158981,0.87514705,-0.199325831,-0.158337431,-0.440969971,-0.710280124,-1.199815075,-0.975799458,-0.51749479,-1.680312195,-3.144029914,-0.213832115,0.801036972,0.288880313,-0.252345907,-1.14E-16
Colaptes_auratus_100783.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,0.57348269,-0.079274105,0.961108235,0.126572678,-0.721921585,-0.61166844,0.521469016,0.602081601,-0.202268794,-0.316936111,-0.300171207,0.044835568,-0.066226423,1.257846277,-0.31156976,-1.053949208,-2.633653136,-0.626128701,0.613008696,0.328604466,-0.252345907,-1.14E-16
Colaptes_auratus_101630.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,1.722128781,0.668719981,0.674730187,0.076978218,-0.442657178,-0.568952052,0.169025841,0.410797667,-0.213274282,-0.40269742,-0.339678579,-0.710280124,-0.436997554,0.797166411,-0.490746909,0.168250891,-0.315384705,-0.447235634,1.024542429,0.279879286,-0.252345907,-1.14E-16
Colaptes_auratus_120259.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,0.04333834,-0.386963611,1.082158897,0.071488302,-0.762385653,-0.608094106,0.393228415,0.87514705,-0.192453936,-0.27922873,-0.354458083,0.044835568,-0.324288878,0.714516973,-0.87322381,-0.542632148,0.349465095,0.945866166,0.298307222,0.190973687,-0.252345907,-1.14E-16
Colaptes_auratus_13643.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,1.015269648,0.184807653,0.930137031,-0.014895734,-0.575765934,-0.5488778,0.201432252,0.87514705,-0.20150691,-0.372491809,-0.372253063,0.044835568,-1.151636015,0.52570829,-1.563454706,0.1679124,-0.322958633,-0.452440057,0.414498193,0.251166812,-0.252345907,-1.14E-16
Colaptes_auratus_160134.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,0.926912256,-0.017438875,1.457392341,0.077061246,-0.874107562,-0.652776766,0.561890408,0.533256358,-0.213617877,-0.404141036,-0.296929408,0.679506593,-0.656950847,1.257846277,-1.152812305,-0.829567657,-2.599653441,-0.884504354,0.504147611,0.323804084,-0.252345907,-1.14E-16
Colaptes_auratus_170903.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,1.191984431,0.153828518,1.292134214,0.153173039,-1.156420165,-0.66130136,0.472812171,0.663583168,-0.208423621,-0.355851718,-0.308766434,1.039881344,-0.882640123,1.257846277,-1.340158908,-1.245518649,-2.755777762,-0.474767618,1.309971097,0.30749603,-0.252345907,-1.14E-16
Colaptes_auratus_173769.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,-0.310091226,-0.606790977,1.25683528,0.188711778,-0.850659798,-0.666130474,0.123927961,0.725275042,-0.258483877,-0.430187499,-0.435843302,-0.57324954,-0.71440688,-1.511736912,0.33297165,-0.213780352,0.41909278,0.581915658,-0.390889381,-0.030176597,-0.252345907,-1.14E-16
Colaptes_auratus_180434.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,-0.221733835,-0.436126092,0.531185004,0.193928301,-0.47417367,-0.586875394,0.325631189,0.87514705,-0.229950577,-0.406057121,-0.3912743,-0.736466383,1.243449416,0.420850755,1.104448526,1.147483806,0.959776558,-0.736893241,-0.645996825,0.214583785,-0.252345907,-1.14E-16
Colaptes_auratus_190988.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,1.545413998,0.602933753,0.606311862,0.010879763,-0.533557499,-0.575125932,0.386389813,0.864934076,-0.208199538,-0.334057618,-0.353256365,-0.686307752,-0.640405083,-1.442087292,0.946414274,0.38950261,-0.274757549,-0.696726091,0.188907691,0.270638618,-0.252345907,-1.14E-16
Colaptes_auratus_191740.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,1.191984431,0.296658747,0.843748377,0.115106261,-0.539062561,-0.612619184,0.561890408,0.666384504,-0.212397369,-0.35476102,-0.322990061,-0.586875312,0.101352012,1.109610355,-0.523338598,0.147704184,-0.269157105,-0.386883694,0.168432226,0.282140476,-0.252345907,-1.14E-16
Colaptes_auratus_197948.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,1.10362704,0.011257837,1.668025848,0.154664281,-1.12964002,-0.699482622,0.478599062,0.87514705,-0.215468807,-0.350589685,-0.349922725,0.27115624,0.488979512,0.8311157,-0.201565686,0.776746962,0.509969173,-0.602712672,0.129738041,0.278108224,-0.252345907,-1.14E-16
Colaptes_auratus_248138.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,1.191984431,0.451137303,0.486223253,-0.066856012,-0.284665067,-0.546604167,0.449184252,0.841202608,-0.19798133,-0.364109191,-0.35169336,-1.160320795,-0.265874751,-0.522245326,-0.828176683,0.100715365,-0.540273793,-0.52909691,0.250444314,0.288934994,-0.252345907,-1.14E-16
Colaptes_auratus_41383.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,0.750197473,0.147368525,0.570623352,-0.0161785,-0.306447418,-0.547053894,0.400873531,0.87514705,-0.184835097,-0.365931802,-0.361283855,-0.756276217,0.977186,1.184175677,0.203698706,1.028408716,0.876781282,-0.648079818,-0.281046251,0.275126695,-0.252345907,-1.14E-16
Colaptes_auratus_59492.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,0.396767907,-0.209406606,1.109992116,0.108599728,-0.67183225,-0.656427713,0.435209761,0.778948788,-0.213610407,-0.432851811,-0.355522312,-1.050658513,0.615655769,0.439024047,0.330925768,-0.016037647,-0.714268734,-0.510890858,-0.379762164,0.308744906,-0.252345907,-1.14E-16
Colaptes_auratus_61516.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,0.396767907,-0.151958277,0.894492964,0.030743302,-0.508236053,-0.547658964,0.12608052,0.87514705,-0.182146095,-0.384406537,-0.39679228,-0.879905806,0.348058699,1.257846277,-0.318545262,0.499154608,0.553950852,-0.219077999,0.114632361,0.268224623,-0.252345907,-1.14E-16
Colaptes_auratus_63072.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,0.308410515,-0.08425282,0.42868104,0.086115691,-0.276721508,-0.528954741,0.561890408,0.508588321,-0.200789843,-0.3426156,-0.296899786,0.309706376,-0.673915783,0.098199474,0.185468574,0.529396823,-0.062929995,-0.716052679,0.234034582,0.276612866,-0.252345907,-1.14E-16
Colaptes_auratus_63117.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,0.308410515,-0.180277502,0.819255273,-0.019093569,-0.446501937,-0.599995854,0.561890408,0.499723682,-0.213256355,-0.336878381,-0.283826844,-0.946289444,2.053689184,1.085033221,1.097313232,1.563975968,0.852462868,-1.343219581,-0.59167917,0.310066935,-0.252345907,-1.14E-16
Colaptes_auratus_6798.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,1.015269648,0.134524999,1.07042693,0.044756049,-0.647811449,-0.62934753,0.412771168,0.664777083,-0.207721493,-0.372781876,-0.337454317,-0.924542255,0.246512812,0.455598876,-0.402839373,0.781098584,0.0787035,-0.928924304,-0.097311079,0.284607003,-0.252345907,-1.14E-16
Colaptes_auratus_84808.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,0.396767907,-0.215717812,1.13488071,0.126278678,-0.749800254,-0.649661297,0.169719406,0.688942649,-0.22868077,-0.35144928,-0.376953486,-0.036612447,-0.107111754,0.118397166,-0.632611865,-0.419641207,-1.076574206,-0.270090007,1.030868757,0.199039022,-0.252345907,-1.14E-16
Colaptes_auratus_94346.wav,Colaptes_auratus,Col_aura,Colaptes,New_World,Nearctic,15371735.43,DA6,3,21,0,20,2,6,32.5,127.5,1.191984431,0.351245609,0.675732463,0.161530123,-0.44204822,-0.607482182,0.39217734,0.572923614,-0.227381086,-0.432516471,-0.336034312,0.803267836,-0.849572133,1.257846277,-1.312708886,-0.481204592,-2.030270129,-0.901477804,0.643048308,0.290970667,-0.252345907,-1.14E-16
Piculus_aurulentus_14694.wav,Colaptes_aurulentus,Col_auru,Colaptes,New_World,Neotropic,737934.36,DA2,3,12,1,12,1,6,21.5,45,-0.310091226,-0.556457173,0.942614193,0.133349423,-0.672640071,-0.607991979,0.561890408,0.544997912,-0.193947826,-0.268406431,-0.250667843,-0.870370586,0.055308872,0.418692268,-0.088108356,-0.389802591,-1.128771346,-0.346627854,-0.109341076,0.140662942,-0.252345907,-1.14E-16
Piculus_aurulentus_186429.wav,Colaptes_aurulentus,Col_auru,Colaptes,New_World,Neotropic,737934.36,DA2,3,12,1,12,1,6,21.5,45,-0.221733835,-0.427734247,0.533580186,0.033350226,-0.339167827,-0.566675404,0.561890408,0.593320882,-0.221106748,-0.373780402,-0.292840287,0.451070835,1.457717125,0.222316152,0.969333728,1.201677393,0.75335237,-0.958911072,-0.627627835,0.203144085,-0.252345907,-1.14E-16
Piculus_aurulentus_19062.wav,Colaptes_aurulentus,Col_auru,Colaptes,New_World,Neotropic,737934.36,DA2,3,12,1,12,1,6,21.5,45,2.340630522,1.026809641,0.708199112,-0.022998758,-0.520986616,-0.48270988,0.561890408,0.379842331,-0.203807501,-0.352098186,-0.314330937,-0.098789961,-1.041110038,-1.615442474,-0.711428862,-0.648874763,-1.351671353,-0.184872453,0.972554836,0.279318594,-0.252345907,-1.14E-16
Piculus_aurulentus_55989.wav,Colaptes_aurulentus,Col_auru,Colaptes,New_World,Neotropic,737934.36,DA2,3,12,1,12,1,6,21.5,45,0.220053123,-0.099408597,0.328341388,-0.038518849,-0.261917878,-0.491718374,0.561890408,0.714727419,-0.154210351,-0.357096366,-0.323994574,-0.279461389,0.525029165,0.704196228,0.883006808,0.660393364,0.661526062,-0.342915177,0.271273223,0.272977066,-0.252345907,-1.14E-16
Piculus_aurulentus_55990.wav,Colaptes_aurulentus,Col_auru,Colaptes,New_World,Neotropic,737934.36,DA2,3,12,1,12,1,6,21.5,45,0.57348269,-0.089439258,1.031643893,0.044919086,-0.818129512,-0.59821715,0.561890408,0.752041899,-0.187225321,-0.257090746,-0.305725832,-0.390059456,-0.623965456,-1.125978953,1.029252506,-0.138614676,-0.717145553,-0.35807032,0.953937187,0.291462701,-0.252345907,-1.14E-16
Colaptes_melanochloros_101540.wav,Colaptes_melanochloros,Col_mel,Colaptes,New_World,Neotropic,7015505.99,DA5,3,20,1,20,3,10,28.5,141,0.396767907,-0.064346184,0.537667985,0.149185246,-0.663065612,-0.558481413,0.011656153,0.736791816,-0.214027203,-0.162941745,-0.352556314,-0.719099788,0.284228592,0.161656678,0.781141346,0.69992507,0.442052479,-0.556101884,0.143257535,0.249133632,-0.252345907,-1.14E-16
Colaptes_melanochloros_234499.wav,Colaptes_melanochloros,Col_mel,Colaptes,New_World,Neotropic,7015505.99,DA5,3,20,1,20,3,10,28.5,141,0.926912256,0.529034092,-0.059832577,-0.076878747,0.127610331,-0.182471697,-0.9514208,0.87514705,-0.177515036,-0.377189106,-0.445861656,-0.491127448,-0.060183598,0.918319716,-0.657430694,0.840353253,0.477202083,-0.707489928,-0.264427976,0.274377721,-0.252345907,-1.14E-16
Colaptes_melanochloros_41997.wav,Colaptes_melanochloros,Col_mel,Colaptes,New_World,Neotropic,7015505.99,DA5,3,20,1,20,3,10,28.5,141,0.926912256,0.211091337,0.66385573,0.113016578,-0.731865106,-0.551839073,-0.4123418,0.431518922,-0.220837847,-0.242589488,-0.392494628,-0.252492147,-0.233530047,-0.830856149,-0.500914088,-0.994374415,-2.18286822,-0.36621633,1.482514938,0.276329295,-0.252345907,-1.14E-16
Colaptes_punctigula_127493.wav,Colaptes_punctigula,Col_pun,Colaptes,New_World,Neotropic,4155868.99,DA4,3,20,1,19,5,10,20.5,64.5,-0.398448618,-0.385533207,-0.159320328,0.020448984,0.279244602,-0.458072213,0.105024928,0.810516778,-0.261172879,-0.361899781,-0.411611929,-0.033962882,0.849178371,0.79534274,0.411673093,0.721391333,0.112011733,-0.828673729,-0.443867201,0.191974909,-0.252345907,-1.14E-16
Colaptes_punctigula_171378.wav,Colaptes_punctigula,Col_pun,Colaptes,New_World,Neotropic,4155868.99,DA4,3,20,1,19,5,10,20.5,64.5,0.750197473,0.154583837,0.553669531,-0.019177641,-0.493080025,-0.516426888,0.16056066,0.87514705,-0.195142939,-0.37414881,-0.381617552,0.734574692,-0.55149235,-0.172071138,-1.065270302,0.122602056,-0.123284458,-0.246671913,0.302333415,0.235633582,-0.252345907,-1.14E-16
