"","x"
"1",0.840109976162919
"2",0.814387608859074
"3",1.16521649567714
"4",1.17832170282117
"5",1.08875305789358
"6",1.32951117947342
"7",1.70543371905738
"8",1.70550680408231
"9",1.38355709819734
"10",1.12878267396111
"11",0.930354249525908
"12",0.810615621330634
"13",0.742881890998285
"14",0.714600411930592
"15",0.760733462112205
"16",0.763680909367327
"17",0.755830541970314
"18",0.844270144266966
"19",0.961532121716473
"20",1.14434916490313
"21",1.38464183931581
"22",1.37426950374768
"23",1.3992510684704
"24",1.49980738588338
"25",1.48070198972379
"26",1.51139822456007
"27",1.48479984762557
"28",1.43407886145982
"29",1.34914316665149
"30",1.78402095076083
"31",1.64911943561866
"32",1.54449744319943
"33",1.57348287677752
"34",1.56150199972941
"35",1.75240045684372
"36",1.85651477971226
"37",1.95782200590367
"38",1.78835161937396
"39",1.63466951399271
"40",1.69025679248685
"41",1.64950896932114
"42",1.86168597547953
"43",1.83150503117599
"44",1.89107139628224
"45",2.14292948950612
"46",1.40266303486512
"47",1.63261189193095
"48",1.51352302714858
"49",1.93454799315664
"50",2.22370386680729
"51",2.17714049512527
"52",2.19752362290777
"53",1.99668973276556
"54",1.38631959380913
"55",1.02485370020274
"56",1.08416867067763
"57",1.2205048643358
"58",1.1600034761683
"59",1.02079438678322
"60",1.45616097227782
"61",1.44086132419116
"62",1.25379127144645
"63",1.15429338177597
"64",1.05120227121091
"65",0.963310632900418
"66",0.855410681898816
"67",0.812969636649806
"68",0.878394106607065
"69",0.875969090719282
"70",0.844497770481372
"71",0.883548283943229
"72",0.843939626637615
"73",1.04983228460056
"74",1.04983228460056
"75",1.25728440637462
"76",1.12529870262204
"77",1.22320330023454
"78",1.0967897543029
"79",1.42533777230224
"80",1.27065958436206
"81",1.24450802955395
"82",1.25419108206843
"83",1.25077700530559
"84",1.25869028230506
"85",1.66000894593397
"86",1.72765893301451
"87",1.5481892783634
"88",1.4778199018514
"89",1.45419396109499
"90",1.4778199018514
"91",1.6234846937672
"92",1.78111974296188
"93",1.90909783664513
"94",1.97388205101029
"95",1.93562615958851
"96",2.13101757296079
"97",2.56014706670835
"98",3.13802220528948
"99",4.33799559344571
"100",4.82205754197991
"101",3.95293597705054
"102",4.81096362320605
"103",4.33799559344571
"104",2.82956067240549
"105",2.45714468698584
"106",2.44155085936643
"107",2.04731530323833
"108",1.92765743723181
"109",1.88586682992453
"110",1.87080629285978
"111",2.24254408576302
"112",0.628422692492813
"113",0.705802842862919
"114",0.769742117829305
"115",1.15004936405594
"116",1.06149689285006
"117",1.16248524450219
"118",1.09836495209924
"119",1.10785790375969
"120",1.23961133841351
"121",1.10785790375969
"122",0.94693794628727
"123",0.978646263150008
"124",1.00899883431521
"125",1.48173273129783
"126",1.5353056788832
"127",1.56921234487527
"128",1.52951307560786
"129",2.13460924918003
"130",1.03946107201434
"131",1.67137146242911
"132",1.58391248592858
"133",1.68884743229221
"134",1.84815075301504
"135",1.79391591757476
"136",1.65971569122107
"137",1.69675057262542
"138",1.66899248774986
"139",1.7391642057885
"140",0.680159194364233
"141",0.606016009289061
"142",0.650673998795054
"143",0.618090426146874
"144",0.614274596397474
"145",0.660352194941712
"146",0.696750645308933
"147",0.67091824624503
"148",0.786067179894312
"149",0.757816218873668
"150",0.767782850230719
"151",0.929348930801461
"152",0.904456518272617
"153",0.878343575118862
"154",0.905200200785975
"155",0.938593754542162
"156",1.0163524552672
"157",1.16337199433419
"158",0.53116488593007
"159",0.518079405595708
"160",0.596064162640566
"161",0.55643008736927
"162",0.462736004129477
"163",0.530781011933837
"164",0.561800698433255
"165",0.529568570769517
"166",0.512479386802606
"167",0.849950500830983
"168",0.886461168518381
"169",0.917341692099204
"170",0.846327359420227
"171",0.799342378661793
"172",0.65690765075355
"173",0.616385131016709
"174",0.58469412061488
"175",0.614695731039735
"176",0.626613609193426
"177",0.612406318543167
"178",0.686504638439334
"179",0.715645041484667
"180",0.735233054114604
"181",0.865839766262755
"182",1.02527586945685
