"","x"
"1",1.06729477096697
"2",1.01502296955839
"3",0.986212011767711
"4",1.12686174592378
"5",1.28640509926033
"6",1.47655952441923
"7",1.47924578322188
"8",1.62942505410851
"9",1.88414226134706
"10",2.03569811428812
"11",1.61134881798259
"12",1.41714601990484
"13",1.30201019049613
"14",1.27342339818987
"15",1.27656555794557
"16",1.23540470799613
"17",1.22464545131326
"18",1.4086668933075
"19",1.65011816111493
"20",1.93806417996325
"21",1.66088812364182
"22",1.66688104136045
"23",1.73804321065002
"24",1.58758267581777
"25",1.58758267581777
"26",1.55705643871727
"27",1.92552361874839
"28",1.71016633790573
"29",1.60658549690336
"30",1.43965958591097
"31",1.39929382985153
"32",1.39827600699503
"33",1.40380740103695
"34",1.4861942592722
"35",1.4313743261053
"36",1.46043944308391
"37",1.35568449172917
"38",1.27703188282064
"39",1.22978393374513
"40",1.20982618868364
"41",1.24217514924171
"42",1.28692794477084
"43",1.33978327909571
"44",1.30555502886809
"45",1.404608541548
"46",1.7287408557711
"47",2.25679089752668
"48",2.35117060829483
"49",2.2999313213737
"50",1.93361499911923
"51",1.85713749766293
"52",1.93604738792807
"53",2.25205459178824
"54",1.62053586332096
"55",1.45420479208606
"56",1.44230753995509
"57",1.42264814440428
"58",1.43684180626657
"59",1.45946596015856
"60",1.23791505168171
"61",0.981071307865403
"62",0.990967453421875
"63",1.01655025673917
"64",1.10572206823718
"65",0.906164292297811
"66",0.833279976376269
"67",0.891086381376725
"68",0.93226711505091
"69",0.875400699753954
"70",0.817514351289091
"71",0.87147439928138
"72",0.89844884127883
"73",0.908578627894715
"74",1.44822005767044
"75",1.0839298559606
"76",1.06531900564171
"77",1.10958617126268
"78",1.14540626482252
"79",0.881715083807496
"80",0.872884649664041
"81",0.86302018078075
"82",0.911466865922548
"83",0.86302018078075
"84",0.914482192521262
"85",0.888337771716491
"86",1.76137878769671
"87",2.06905844456011
"88",2.04135381212303
"89",2.00628692520147
"90",2.00832421878024
"91",1.91588362201191
"92",1.65308680219026
"93",0.886588135249161
"94",0.825165624669
"95",0.907509823584092
"96",1.0995472427223
"97",1.40433718740172
"98",1.60163128193208
"99",1.75950010150494
"100",2.07827151588523
"101",1.80843874068862
"102",2.85295529721659
"103",1.68049073664409
"104",1.48397228363274
"105",1.66107995278494
"106",1.99111342090791
"107",1.53599668975407
"108",1.08919942744529
"109",0.971445295123553
"110",0.860866930649341
"111",0.968152558382434
"112",0.923889811713879
"113",1.02008192345026
"114",1.0664459385114
"115",1.32215526606481
"116",1.42011413917728
"117",1.23221012692509
"118",1.15655660291996
"119",1.13765370993857
"120",1.22414547555139
"121",1.13129700541227
"122",1.22363155425514
"123",1.40043041584004
"124",1.18121348086307
"125",1.12914969971086
"126",1.11456137025456
"127",1.18389420411798
"128",1.1817177924261
"129",1.15216056362371
"130",1.43302586159872
"131",1.50367289677258
"132",1.48378636768447
"133",1.44828212935635
"134",1.44532775512158
"135",1.43535945155342
"136",1.5657974624999
"137",1.56498974087516
"138",1.58616961599405
"139",1.59484339308614
"140",1.05184700857914
"141",0.920994386474776
"142",0.848157420339907
"143",0.799318849290052
"144",0.792814756324543
"145",0.853433241988923
"146",0.870682609408261
"147",0.95168221026393
"148",1.06575034046421
"149",0.990519930103721
"150",1.03513653872867
"151",0.923889811713879
"152",0.882884868211918
"153",0.88202706678024
"154",0.906360835096669
"155",0.930962899222332
"156",0.915038297543495
"157",1.06481859742686
"158",0.930569068431165
"159",0.924420874833295
"160",1.02033455955795
"161",0.944130048728196
"162",0.997003766431753
"163",0.954361770906285
"164",0.980799475763144
"165",0.954361770906285
"166",1.1213181066571
"167",1.09576745447303
"168",1.20317402217151
"169",1.10805266654676
"170",1.23598755085718
"171",1.22164548609062
"172",1.06729477096697
"173",0.936825735923543
"174",0.829001551149272
"175",0.840208887099374
"176",0.883029009703426
"177",0.976686349719037
"178",1.17779249561899
"179",1.22753288944712
"180",1.23433319490267
"181",1.41382012285569
"182",1.60459230569869
