"","x"
"1",0.766001991714577
"2",0.678965211203841
"3",0.836969631922941
"4",0.934926435194349
"5",0.990998150763752
"6",1.18688120327835
"7",1.47389006441953
"8",1.09529832615859
"9",0.695895882849442
"10",0.664273475574251
"11",0.662646575962963
"12",0.638683558452326
"13",0.604810694266713
"14",0.612344922093331
"15",0.693347692755531
"16",0.644478719198668
"17",0.610864134426054
"18",0.72937881452276
"19",0.767401439037805
"20",0.705848821579351
"21",0.681909563186709
"22",0.724580823089627
"23",0.823029000712866
"24",0.897898232137981
"25",0.914698779021018
"26",1.02546506968064
"27",0.87325001303936
"28",0.748260449313662
"29",0.72065428923188
"30",1.04168147689589
"31",0.994500668813338
"32",1.00484261070681
"33",1.13523312879687
"34",1.15877070611475
"35",1.13515550343234
"36",1.09613476800158
"37",2.69321407480613
"38",2.31629098776557
"39",2.21540117477123
"40",2.22323233260702
"41",2.22339510434723
"42",2.29155359196084
"43",2.31674606126629
"44",2.32385337974068
"45",3.48134610269786
"46",1.42020818012414
"47",2.13166798590536
"48",2.0036482232026
"49",4.01382054516708
"50",4.9647812528539
"51",4.73341829558473
"52",4.39721048133179
"53",4.31783561488986
"54",1.42020818012414
"55",1.01652304734638
"56",1.10737237252819
"57",1.29965282647144
"58",1.12774597957701
"59",1.31893577817119
"60",1.16049862083231
"61",0.988667670040748
"62",0.881764897500142
"63",0.906004594882971
"64",0.941857041350216
"65",0.932292574939273
"66",0.96903078104769
"67",0.961846908429523
"68",1.01153361227799
"69",1.04502523836857
"70",1.20884469348668
"71",1.44631911257507
"72",1.30677664371623
"73",0.977606218055878
"74",1.01298279357938
"75",0.971786984263571
"76",0.885448958405646
"77",1.01700780002395
"78",0.927897944014992
"79",1.00206499119575
"80",1.11307469726899
"81",1.28608993161503
"82",1.43649901346098
"83",1.19962971673691
"84",1.07085635259376
"85",1.02161949598848
"86",2.21425231443738
"87",3.08610518099238
"88",2.71086791685162
"89",2.64753358484711
"90",2.6966825681286
"91",2.9431755949094
"92",2.07139004683748
"93",0.97121111291634
"94",1.14269845659595
"95",1.10932911365741
"96",1.21017088986487
"97",1.35457805289865
"98",1.76717776361435
"99",2.85186699352754
"100",3.61470631535702
"101",3.08592641731328
"102",3.99099789094935
"103",2.85619716067831
"104",1.61911634286447
"105",1.32061751600235
"106",1.36914352362878
"107",1.35081716617898
"108",1.24376606587304
"109",1.18091789216722
"110",1.15216305561766
"111",1.05788166320554
"112",0.49933834058418
"113",0.31763017091005
"114",0.275872579168222
"115",0.278049073184022
"116",0.282990461026857
"117",0.29583751899947
"118",0.35350289609761
"119",0.401359180398574
"120",0.47115047353434
"121",0.489379231955655
"122",0.414443440658306
"123",0.546392983172742
"124",0.518220239962413
"125",0.334704123577433
"126",0.429277499324202
"127",0.519798339320615
"128",0.496724091029532
"129",0.380354015009547
"130",0.308706820863498
"131",0.347179686501281
"132",0.403471444176713
"133",0.623252850967525
"134",0.897757203881237
"135",0.683804718577743
"136",0.43884395557414
"137",0.412714759038778
"138",0.560313003068705
"139",0.467053672165204
"140",0.273804127383519
"141",0.301229844415187
"142",0.314004108007497
"143",0.374647391799204
"144",0.39783675208949
"145",0.452499017628749
"146",0.340601714459384
"147",0.33868968293385
"148",0.299924357184728
"149",0.287361166291397
"150",0.326182353660993
"151",0.27624701843207
"152",0.287361166291397
"153",0.330317469901576
"154",0.360776209125091
"155",0.369448527826474
"156",0.314097403018277
"157",0.326650938255597
"158",0.626697001150276
"159",0.730180585997841
"160",0.801556682321288
"161",0.84360074323638
"162",0.700992025257893
"163",0.681303249769504
"164",0.713723739124026
"165",0.705335822302477
"166",0.802618033704369
"167",0.737851615581984
"168",0.819169391237882
"169",0.772394728639286
"170",0.971742946859155
"171",0.844318036359081
"172",0.68321424346343
"173",0.658582918558112
"174",0.684334074180234
"175",0.752623751822939
"176",0.755566326306104
"177",0.696514573116692
"178",0.67312777624856
"179",0.78065969922061
"180",0.776372569551495
"181",0.916167358516252
"182",1.13918378772204
