"","x"
"1",1.54453992181968
"2",0.463123962981475
"3",0.247786792291485
"4",0.48909997645667
"5",1.00267042972525
"6",0.923950922012994
"7",0.814725461145518
"8",0.838778774754565
"9",0.787834398624345
"10",0.872126553005008
"11",1.028838577099
"12",1.03751320439819
"13",1.05686469040263
"14",1.30271824112749
"15",1.59594613703981
"16",1.46404041443616
"17",1.11374062455371
"18",1.22176074039331
"19",1.20560721968612
"20",0.923003692915017
"21",0.767816636659576
"22",0.794109264493954
"23",0.963058382008701
"24",1.03766113234153
"25",1.25264914585756
"26",1.16119092086335
"27",1.14562424147902
"28",0.918139865678955
"29",0.874373131820763
"30",1.11627528367601
"31",1.25873075297418
"32",1.47528106628197
"33",1.88311305225439
"34",1.90603351813448
"35",1.61187404990493
"36",1.31782384548716
"37",0.873247740028618
"38",0.74403865435218
"39",0.735652685573145
"40",0.81659157374968
"41",0.838449144103894
"42",0.736263462929171
"43",0.838772583054871
"44",0.873247740028618
"45",1.65869557307189
"46",1.4393907873999
"47",2.13341920086999
"48",2.32322168414187
"49",3.88188776467951
"50",3.90359425773886
"51",4.33073287003992
"52",3.91428709144919
"53",7.99641410201595
"54",1.80295300133135
"55",1.92183662966398
"56",2.10604288853083
"57",2.39977379259652
"58",2.24569545837162
"59",2.01647960852167
"60",0.68940247503768
"61",0.439468523500329
"62",0.134340856489502
"63",0.130013321301609
"64",0.138276962458975
"65",0.150862561437608
"66",0.217363856683914
"67",0.237321507303897
"68",0.333841785740349
"69",0.304153091095078
"70",2.40494104593155
"71",4.18511470030855
"72",2.47604631931301
"73",0.180600922315932
"74",0.210242679257168
"75",0.198197224216877
"76",0.163790045490509
"77",0.201214275726913
"78",0.2132306809004
"79",4.14725916497094
"80",4.2100471069911
"81",4.84300533364996
"82",6.40865566678497
"83",4.56429170189802
"84",4.08003518143088
"85",6.8244663414311
"86",7.98621580579662
"87",12.3086667411642
"88",9.47825616869597
"89",8.0611979367103
"90",8.74179553433038
"91",13.7667379916529
"92",11.777644230086
"93",0.118042979865498
"94",0.0944967838370675
"95",0.104380447053688
"96",0.10510206754143
"97",0.134014067119205
"98",0.256893660917208
"99",1.18038709328826
"100",3.46518817986702
"101",3.87742929128327
"102",3.76168253960144
"103",1.40508726762286
"104",0.304307138688891
"105",0.158169137222803
"106",0.205380446394512
"107",0.20213436667908
"108",0.134014067119205
"109",0.158911566662113
"110",0.106766330489605
"111",0.169603371074334
"112",0.425602843344262
"113",0.297438732962753
"114",0.239714209024594
"115",0.322229588131446
"116",0.638544614136453
"117",1.00154417498765
"118",1.05400343969932
"119",1.17235650437864
"120",1.28883970868872
"121",1.38053761893287
"122",1.27871620155122
"123",1.55796145593118
"124",1.37603784423513
"125",2.67913667531298
"126",3.09607196075088
"127",4.17818299473467
"128",3.39660334490223
"129",4.17858843374276
"130",0.969210857080567
"131",0.356721241220876
"132",0.449323740275034
"133",0.603432898345094
"134",1.03742032511272
"135",0.890471366221524
"136",0.673786874687431
"137",0.457810173727768
"138",0.588298278000603
"139",0.586311579522802
"140",0.20986208203316
"141",0.201110388169729
"142",0.210753950361739
"143",0.240560084594997
"144",0.272226712834455
"145",0.271860988400184
"146",0.249760569409461
"147",0.224757499390771
"148",0.231686129476386
"149",0.351045320530598
"150",0.40481304744955
"151",0.38924061292262
"152",0.55048447736256
"153",0.925148386033829
"154",1.53069114708307
"155",0.973376824298958
"156",0.587536134670698
"157",0.451783062923038
"158",0.74457077390302
"159",0.900056459373923
"160",1.41184493829099
"161",1.10404191438318
"162",0.968436328380617
"163",1.1958051555103
"164",1.4416843003397
"165",1.21968246072177
"166",1.34021502115725
"167",1.99817826464439
"168",2.29535862638669
"169",2.12555241039639
"170",3.39375059459319
"171",4.54794609556296
"172",7.10224591956657
"173",9.94268995641105
"174",12.3322102538669
"175",15.3599492102261
"176",13.0767195715805
"177",11.4263222650325
"178",6.32150589412858
"179",7.68619411379367
"180",7.42198245840847
"181",4.8423107505637
"182",4.60819061676745
