state	min	max	median	shifts	jumps	jumpvar	SE	root	lnL	lnLp	qlnL.p	qlnL.h
858000	0.003	18.099	0.063	28	0	0.000	0.097	0.018	0.26	-121.18	0.00	0.00
859000	0.046	58.760	0.183	22	0	0.000	0.052	-0.230	-10.58	-99.58	-0.00	1.85
860000	0.020	37.956	0.098	31	0	0.000	0.041	-0.039	-11.13	-132.50	0.00	0.00
861000	0.039	58.167	0.196	33	0	0.000	0.052	0.041	-17.55	-140.19	0.00	-1.65
862000	0.018	23.639	0.127	20	0	0.000	0.035	0.210	-2.02	-92.70	0.00	0.00
863000	0.005	57.011	0.233	30	0	0.000	0.051	0.745	-17.49	-128.70	0.00	0.00
864000	0.014	14.904	0.151	27	0	0.000	0.059	-0.103	-3.71	-117.49	-0.04	-0.69
865000	0.028	13.548	0.106	27	0	0.000	0.022	-0.142	1.55	-117.49	-0.00	-0.69
866000	0.021	58.028	0.111	26	0	0.000	0.026	-0.287	-13.02	-113.83	-0.00	1.29
867000	0.002	60.917	0.113	27	0	0.000	0.041	-0.069	-13.33	-117.50	0.00	-0.64
868000	0.007	102.470	0.089	39	0	0.000	0.060	-0.408	-14.36	-164.00	0.00	0.69
869000	0.002	276.011	0.045	34	0	0.000	0.077	-0.196	-4.09	-144.09	0.00	-1.27
870000	0.024	45.055	0.140	22	0	0.000	0.075	0.093	-6.43	-99.58	-0.00	-0.69
871000	0.016	72.225	0.065	28	0	0.000	0.058	0.306	-4.09	-121.19	-0.00	0.00
872000	0.026	187.294	0.106	25	0	0.000	0.017	0.653	-7.38	-110.23	0.00	-1.68
873000	0.016	83.880	0.043	34	0	0.000	0.061	0.942	-3.92	-144.09	0.00	-1.57
874000	0.006	85.470	0.052	35	0	0.000	0.052	-0.644	-0.46	-148.01	-0.00	0.00
875000	0.000	467.197	0.155	25	0	0.000	0.013	0.079	-15.36	-110.23	0.00	-1.00
876000	0.030	31.215	0.044	34	0	0.000	0.044	0.015	-11.70	-144.09	-0.00	0.85
877000	0.010	20.971	0.234	30	0	0.000	0.039	0.530	-6.11	-128.69	-0.00	0.00
878000	0.005	87.508	0.126	23	0	0.000	0.076	-0.072	-14.01	-103.10	-0.00	0.00
879000	0.026	58.633	0.112	26	0	0.000	0.116	-0.281	-11.40	-113.85	0.00	0.00
880000	0.016	26.727	0.130	32	0	0.000	0.014	-0.448	-15.98	-136.33	0.00	-1.41
881000	0.010	85.226	0.086	29	0	0.000	0.056	0.527	-5.73	-124.93	0.00	4.35
882000	0.022	31.210	0.152	32	0	0.000	0.023	0.097	-9.53	-136.33	-0.00	0.00
883000	0.049	46.103	0.059	28	0	0.000	0.017	-0.485	0.01	-121.20	0.00	0.21
884000	0.011	16.247	0.066	29	0	0.000	0.091	0.015	-6.64	-124.92	0.00	-0.69
885000	0.024	55.814	0.152	32	0	0.000	0.037	0.058	-10.03	-136.32	0.00	0.00
886000	0.023	109.334	0.132	37	0	0.000	0.006	-0.070	-21.20	-155.94	0.01	0.00
887000	0.039	10.483	0.198	31	0	0.000	0.052	0.276	-13.69	-132.49	-0.00	0.00
888000	0.028	38.229	0.110	27	0	0.000	0.025	0.395	-3.89	-117.49	-0.03	0.00
889000	0.044	43.642	0.275	36	0	0.000	0.078	0.315	-31.91	-151.95	-0.00	0.00
890000	0.002	21.105	0.191	36	0	0.000	0.072	0.448	-18.25	-151.95	0.00	0.00
891000	0.013	15.909	0.065	36	0	0.000	0.052	0.598	-11.06	-151.95	-0.00	0.00
892000	0.011	18.660	0.105	26	0	0.000	0.054	-0.128	-16.93	-113.83	0.00	-0.48
893000	0.001	28.855	0.247	25	0	0.000	0.054	0.375	-18.98	-110.21	-0.00	0.00
894000	0.005	78.024	0.098	33	0	0.000	0.020	-0.184	-7.18	-140.19	0.00	-1.96
895000	0.004	31.263	0.118	31	0	0.000	0.100	-0.541	-15.73	-132.50	-0.00	0.68
896000	0.005	28.068	0.109	29	0	0.000	0.040	0.005	-17.69	-124.92	0.00	0.00
897000	0.008	204.899	0.105	23	0	0.000	0.046	-0.369	-13.22	-103.09	-0.00	0.76
898000	0.042	125.333	0.101	33	0	0.000	0.032	-0.187	-6.48	-140.19	-0.00	0.00
899000	0.000	312.507	0.095	25	0	0.000	0.072	-0.011	-5.24	-110.22	0.00	4.26
900000	0.001	22.090	0.306	25	0	0.000	0.038	0.245	-20.79	-110.21	-0.01	0.00
901000	0.028	35.077	0.216	27	0	0.000	0.059	0.971	-9.97	-117.49	0.00	-1.59
902000	0.003	11.704	0.080	25	0	0.000	0.026	-0.561	-13.38	-110.20	0.00	-0.69
903000	0.048	333.718	0.081	27	0	0.000	0.083	-0.418	-16.65	-117.54	-0.00	0.00
904000	0.010	295.195	0.243	27	0	0.000	0.054	-0.407	0.25	-117.53	0.00	-0.48
905000	0.006	113.325	0.071	26	0	0.000	0.070	-0.522	-10.35	-113.84	0.00	0.07
906000	0.001	27.207	0.062	25	0	0.000	0.033	-0.317	-1.13	-110.21	-0.00	-0.69
907000	0.002	12.869	0.125	30	0	0.000	0.060	-0.349	-10.49	-128.69	0.00	0.69
908000	0.008	46.069	0.071	29	0	0.000	0.071	-0.182	-3.89	-124.93	0.00	-0.57
909000	0.006	74.756	0.065	28	0	0.000	0.035	-0.313	-0.24	-121.19	0.00	0.00
910000	0.007	60.332	0.027	29	0	0.000	0.094	-0.222	-4.88	-124.94	0.00	-1.51
911000	0.063	37.729	0.087	30	0	0.000	0.067	-0.259	-4.97	-128.69	0.00	0.00
912000	0.038	34.770	0.138	24	0	0.000	0.068	0.154	-12.00	-106.62	0.00	-1.43
913000	0.015	28.962	0.068	25	0	0.000	0.074	0.127	-6.83	-110.21	0.00	-0.69
914000	0.004	30.172	0.182	22	0	0.000	0.067	0.471	-19.28	-99.57	0.00	-0.69
915000	0.030	40.804	0.177	27	0	0.000	0.015	0.240	-12.55	-117.50	0.00	0.00
916000	0.005	69.150	0.092	32	0	0.000	0.051	-0.263	-9.27	-136.33	-0.00	-0.69
917000	0.011	16.239	0.100	29	0	0.000	0.033	0.020	-11.78	-124.92	-0.00	0.69
918000	0.003	72.034	0.194	26	0	0.000	0.051	-1.441	-4.76	-113.83	0.00	0.00
919000	0.025	39.705	0.068	26	0	0.000	0.048	0.284	-15.01	-113.83	-0.00	1.65
920000	0.018	23.552	0.071	31	0	0.000	0.061	-0.235	-0.00	-132.49	0.00	0.00
921000	0.001	89.462	0.275	30	0	0.000	0.062	-3.163	-18.42	-128.70	-0.00	0.00
922000	0.008	112.139	0.110	32	0	0.000	0.067	0.223	-5.74	-136.33	-0.00	0.01
923000	0.027	105.347	0.098	30	0	0.000	0.056	-1.518	-13.40	-128.70	0.00	-0.42
924000	0.020	86.689	0.092	32	0	0.000	0.012	2.214	-13.84	-136.33	-0.00	0.00
925000	0.078	91.516	0.106	23	0	0.000	0.021	-0.120	0.33	-103.09	-0.00	1.44
926000	0.043	73.295	0.051	27	0	0.000	0.036	-0.359	-2.76	-117.51	-0.00	0.00
927000	0.019	69.406	0.071	28	0	0.000	0.020	-0.223	-13.65	-121.20	0.00	0.00
928000	0.023	66.275	0.047	30	0	0.000	0.095	-1.227	-15.74	-128.69	0.00	-0.01
929000	0.056	216.801	0.226	31	0	0.000	0.069	-0.983	-21.58	-132.50	-0.00	0.30
930000	0.009	166.349	0.107	28	0	0.000	0.056	0.206	-1.44	-121.20	0.00	-5.30
931000	0.004	26.599	0.036	30	0	0.000	0.059	-0.190	-8.11	-128.70	-0.00	0.50
932000	0.016	100.434	0.284	32	0	0.000	0.073	-0.119	-8.02	-136.33	-0.02	0.00
933000	0.015	50.058	0.119	23	0	0.000	0.070	1.113	1.37	-103.07	-0.00	0.00
934000	0.064	201.369	0.206	27	0	0.000	0.014	-0.030	-17.30	-117.53	-0.00	0.00
935000	0.022	28.594	0.113	28	0	0.000	0.053	-0.109	-22.00	-121.20	-0.00	0.00
936000	0.002	30.576	0.084	34	0	0.000	0.078	0.219	-9.30	-144.09	-0.00	0.74
937000	0.013	349.210	0.204	33	0	0.000	0.052	-1.506	-24.07	-140.29	-0.00	0.00
938000	0.021	135.645	0.048	27	0	0.000	0.072	-0.739	-11.30	-117.50	0.00	0.00
939000	0.003	103.316	0.055	25	0	0.000	0.047	-0.287	-0.52	-110.21	-0.00	0.00
940000	0.002	364.279	0.017	31	0	0.000	0.103	1.514	-0.87	-132.56	-0.00	0.00
941000	0.002	9.907	0.184	25	0	0.000	0.099	-0.159	-7.56	-110.20	0.00	-1.02
942000	0.052	42.070	0.057	28	0	0.000	0.079	-0.232	-13.96	-121.19	0.00	0.69
943000	0.020	865.122	0.048	30	0	0.000	0.048	-0.120	-7.01	-128.76	0.00	-1.08
944000	0.028	589.793	0.144	29	0	0.000	0.061	0.070	-7.69	-125.01	-0.12	0.00
945000	0.020	26.493	0.242	27	0	0.000	0.034	0.146	-8.95	-117.50	-0.00	0.00
946000	0.019	372.341	0.149	29	0	0.000	0.024	-0.139	-4.97	-125.00	0.00	0.69
947000	0.003	55.324	0.038	29	0	0.000	0.045	-0.108	-1.98	-124.93	0.00	-2.73
